resource,identifier,polypeptide_id
UniProt Accession,F261_HUMAN,P16118
GenBank Gene Database,X68326,P30920
GenBank Protein Database,39420,P30920
UniProtKB,P30920,P30920
UniProt Accession,CDGT1_BACCI,P30920
HUGO Gene Nomenclature Committee (HGNC),HGNC:2874,P15559
GenAtlas,NQO1,P15559
GenBank Gene Database,J03934,P15559
GenBank Protein Database,189246,P15559
UniProtKB,P15559,P15559
UniProt Accession,NQO1_HUMAN,P15559
HUGO Gene Nomenclature Committee (HGNC),HGNC:6915,P02144
UniProtKB,P02144,P02144
UniProt Accession,MYG_HUMAN,P02144
HUGO Gene Nomenclature Committee (HGNC),HGNC:9052,P00749
GenAtlas,PLAU,P00749
GenBank Gene Database,X02419,P00749
GenBank Protein Database,1834524,P00749
Guide to Pharmacology,2393,P00749
UniProtKB,P00749,P00749
UniProt Accession,UROK_HUMAN,P00749
GenBank Gene Database,X60472,P32170
GenBank Protein Database,396680,P32170
UniProtKB,P32170,P32170
UniProt Accession,RHAA_ECOLI,P32170
HUGO Gene Nomenclature Committee (HGNC),HGNC:2874,P15559
GenAtlas,NQO1,P15559
GenBank Gene Database,J03934,P15559
GenBank Protein Database,189246,P15559
UniProtKB,P15559,P15559
UniProt Accession,NQO1_HUMAN,P15559
GenBank Gene Database,M93720,Q27743
GenBank Protein Database,294165,Q27743
UniProtKB,Q27743,Q27743
UniProt Accession,LDH_PLAFD,Q27743
HUGO Gene Nomenclature Committee (HGNC),HGNC:6541,P07195
GenAtlas,LDHB,P07195
GenBank Gene Database,X13794,P07195
GenBank Protein Database,1200083,P07195
UniProtKB,P07195,P07195
UniProt Accession,LDHB_HUMAN,P07195
GenBank Gene Database,X78968,P22906
GenBank Protein Database,563852,P22906
UniProtKB,P22906,P22906
UniProt Accession,DYR_CANAX,P22906
HUGO Gene Nomenclature Committee (HGNC),HGNC:27309,Q86XF0
GenBank Gene Database,AL832912,Q86XF0
GenBank Protein Database,50949491,Q86XF0
UniProtKB,Q86XF0,Q86XF0
UniProt Accession,DYRL1_HUMAN,Q86XF0
GenBank Gene Database,X04567,P00720
GenBank Protein Database,15261,P00720
UniProtKB,P00720,P00720
UniProt Accession,ENLYS_BPT4,P00720
HUGO Gene Nomenclature Committee (HGNC),HGNC:108,P22303
GenAtlas,ACHE,P22303
GenBank Gene Database,M55040,P22303
GenBank Protein Database,177975,P22303
Guide to Pharmacology,2465,P22303
UniProtKB,P22303,P22303
UniProt Accession,ACES_HUMAN,P22303
HUGO Gene Nomenclature Committee (HGNC),HGNC:8573,P09466
GenBank Gene Database,J04129,P09466
GenBank Protein Database,190215,P09466
UniProtKB,P09466,P09466
UniProt Accession,PAEP_HUMAN,P09466
GenBank Gene Database,D83955,P96965
UniProtKB,P96965,P96965
UniProt Accession,P96965_PSEFL,P96965
HUGO Gene Nomenclature Committee (HGNC),HGNC:1771,P24941
GenAtlas,CDK2deltaT,P24941
GenBank Gene Database,AB012305,P24941
GenBank Protein Database,3551191,P24941
Guide to Pharmacology,1973,P24941
UniProtKB,P24941,P24941
UniProt Accession,CDK2_HUMAN,P24941
HUGO Gene Nomenclature Committee (HGNC),HGNC:1578,P20248
GenBank Gene Database,X51688,P20248
GenBank Protein Database,30307,P20248
UniProtKB,P20248,P20248
UniProt Accession,CCNA2_HUMAN,P20248
GenBank Gene Database,BA000033,P0A079
GenBank Protein Database,21204998,P0A079
UniProtKB,P0A079,P0A079
UniProt Accession,MAP1_STAAW,P0A079
GenBank Gene Database,BA000017,P0A078
GenBank Protein Database,14245768,P0A078
UniProtKB,P0A078,P0A078
UniProt Accession,MAP1_STAAM,P0A078
GenBank Gene Database,Y09702,P94692
UniProtKB,P94692,P94692
UniProt Accession,POR_DESAF,P94692
GenBank Gene Database,K02007,P03369
GenBank Protein Database,328661,P03369
UniProtKB,P03369,P03369
UniProt Accession,POL_HV1A2,P03369
GenBank Gene Database,M37980,Q04095
GenBank Protein Database,210273,Q04095
UniProtKB,Q04095,Q04095
UniProt Accession,POL_RSVSA,Q04095
GenBank Gene Database,X15208,P11797
GenBank Protein Database,47228,P11797
UniProtKB,P11797,P11797
UniProt Accession,CHIB_SERMA,P11797
GenBank Gene Database,M12486,P06971
GenBank Protein Database,2226438,P06971
UniProtKB,P06971,P06971
UniProt Accession,FHUA_ECOLI,P06971
GenBank Gene Database,J04229,P17315
GenBank Protein Database,145544,P17315
UniProtKB,P17315,P17315
UniProt Accession,CIRA_ECOLI,P17315
GenBank Gene Database,EU372012,Q9K597
GenBank Protein Database,166079762,Q9K597
UniProtKB,Q9K597,Q9K597
UniProt Accession,Q9K597_ECOLX,Q9K597
HUGO Gene Nomenclature Committee (HGNC),HGNC:12475,P62837
UniProtKB,P62837,P62837
UniProt Accession,UB2D2_HUMAN,P62837
HUGO Gene Nomenclature Committee (HGNC),HGNC:9253,P62937
GenAtlas,PPIA,P62937
GenBank Gene Database,Y00052,P62937
GenBank Protein Database,30309,P62937
Guide to Pharmacology,2751,P62937
UniProtKB,P62937,P62937
UniProt Accession,PPIA_HUMAN,P62937
HUGO Gene Nomenclature Committee (HGNC),HGNC:9642,P18031
GenAtlas,PTPN1,P18031
GenBank Gene Database,M31724,P18031
GenBank Protein Database,190742,P18031
UniProtKB,P18031,P18031
UniProt Accession,PTN1_HUMAN,P18031
GenBank Gene Database,X06226,P09147
GenBank Protein Database,41523,P09147
UniProtKB,P09147,P09147
UniProt Accession,GALE_ECOLI,P09147
HUGO Gene Nomenclature Committee (HGNC),HGNC:6823,Q9UKM7
GenAtlas,MAN1B1,Q9UKM7
GenBank Gene Database,AF148509,Q9UKM7
GenBank Protein Database,6066222,Q9UKM7
UniProtKB,Q9UKM7,Q9UKM7
UniProt Accession,MA1B1_HUMAN,Q9UKM7
HUGO Gene Nomenclature Committee (HGNC),HGNC:5258,P08238
GenAtlas,HSP90AB1,P08238
GenBank Gene Database,M16660,P08238
GenBank Protein Database,306891,P08238
UniProtKB,P08238,P08238
UniProt Accession,HS90B_HUMAN,P08238
HUGO Gene Nomenclature Committee (HGNC),HGNC:5253,P07900
GenAtlas,HSP90AA1,P07900
GenBank Gene Database,X15183,P07900
GenBank Protein Database,32488,P07900
UniProtKB,P07900,P07900
UniProt Accession,HS90A_HUMAN,P07900
HUGO Gene Nomenclature Committee (HGNC),HGNC:12028,P14625
GenAtlas,HSP90B1,P14625
GenBank Gene Database,M33716,P14625
GenBank Protein Database,553797,P14625
UniProtKB,P14625,P14625
UniProt Accession,ENPL_HUMAN,P14625
UniProtKB,P9WMC1,P9WMC1
UniProt Accession,ETHR_MYCTU,P9WMC1
HUGO Gene Nomenclature Committee (HGNC),HGNC:10990,P12235
GenAtlas,SLC25A4,P12235
GenBank Gene Database,J02966,P12235
GenBank Protein Database,339920,P12235
UniProtKB,P12235,P12235
UniProt Accession,ADT1_HUMAN,P12235
GenBank Gene Database,M26495,P16184
GenBank Protein Database,169408,P16184
UniProtKB,P16184,P16184
UniProt Accession,DYR_PNECA,P16184
HUGO Gene Nomenclature Committee (HGNC),HGNC:2861,P00374
GenAtlas,DHFR,P00374
GenBank Gene Database,J00140,P00374
GenBank Protein Database,182724,P00374
Guide to Pharmacology,2603,P00374
UniProtKB,P00374,P00374
UniProt Accession,DYR_HUMAN,P00374
GenBank Gene Database,X05291,P04584
UniProtKB,P04584,P04584
UniProt Accession,POL_HV2RO,P04584
HUGO Gene Nomenclature Committee (HGNC),HGNC:1373,P00918
GenAtlas,CA2,P00918
GenBank Gene Database,M77181,P00918
GenBank Protein Database,179780,P00918
UniProtKB,P00918,P00918
UniProt Accession,CAH2_HUMAN,P00918
GenBank Gene Database,U14003,P36673
GenBank Protein Database,537083,P36673
UniProtKB,P36673,P36673
UniProt Accession,TRER_ECOLI,P36673
UniProtKB,Q7SIB1,Q7SIB1
UniProt Accession,CCA_GEOSE,Q7SIB1
GenBank Gene Database,X56793,P26396
UniProtKB,P26396,P26396
UniProt Accession,RFBF_SALTY,P26396
GenBank Gene Database,AE000512,Q9X1B3
GenBank Protein Database,4981955,Q9X1B3
UniProtKB,Q9X1B3,Q9X1B3
UniProt Accession,ISPD_THEMA,Q9X1B3
GenBank Gene Database,M57497,P27623
GenBank Protein Database,143723,P27623
UniProtKB,P27623,P27623
UniProt Accession,TAGD_BACSU,P27623
GenBank Gene Database,AF230736,Q46893
GenBank Protein Database,7239372,Q46893
UniProtKB,Q46893,Q46893
UniProt Accession,ISPD_ECOLI,Q46893
GenBank Gene Database,X74567,P42216
GenBank Protein Database,397407,P42216
UniProtKB,P42216,P42216
UniProt Accession,KPSU5_ECOLX,P42216
HUGO Gene Nomenclature Committee (HGNC),HGNC:12562,Q9BZX2
GenAtlas,UCK2,Q9BZX2
GenBank Gene Database,D78335,Q9BZX2
GenBank Protein Database,1655420,Q9BZX2
UniProtKB,Q9BZX2,Q9BZX2
UniProt Accession,UCK2_HUMAN,Q9BZX2
GenBank Gene Database,L10328,P0ABQ0
UniProtKB,P0ABQ0,P0ABQ0
UniProt Accession,COABC_ECOLI,P0ABQ0
HUGO Gene Nomenclature Committee (HGNC),HGNC:11283,P12931
GenAtlas,SRC,P12931
GenBank Gene Database,AL133293,P12931
GenBank Protein Database,10635153,P12931
Guide to Pharmacology,2206,P12931
UniProtKB,P12931,P12931
UniProt Accession,SRC_HUMAN,P12931
GenBank Gene Database,AE005674,P0A716
GenBank Protein Database,24051519,P0A716
UniProtKB,P0A716,P0A716
UniProt Accession,KDSA_SHIFL,P0A716
GenBank Gene Database,AE000657,O66496
GenBank Protein Database,2982835,O66496
UniProtKB,O66496,O66496
UniProt Accession,KDSA_AQUAE,O66496
GenBank Gene Database,Y08272,P95468
GenBank Protein Database,1806263,P95468
UniProtKB,P95468,P95468
UniProt Accession,TYRB_PARDE,P95468
GenBank Gene Database,Z11835,P33038
GenBank Protein Database,41344,P33038
UniProtKB,P33038,P33038
UniProt Accession,MURA_ENTCC,P33038
HUGO Gene Nomenclature Committee (HGNC),HGNC:9475,P07477
GenAtlas,PRSS1,P07477
GenBank Gene Database,M22612,P07477
GenBank Protein Database,521216,P07477
Guide to Pharmacology,2397,P07477
UniProtKB,P07477,P07477
UniProt Accession,TRY1_HUMAN,P07477
HUGO Gene Nomenclature Committee (HGNC),HGNC:9642,P18031
GenAtlas,PTPN1,P18031
GenBank Gene Database,M31724,P18031
GenBank Protein Database,190742,P18031
UniProtKB,P18031,P18031
UniProt Accession,PTN1_HUMAN,P18031
GenBank Gene Database,U15029,P39377
GenBank Protein Database,640031,P39377
UniProtKB,P39377,P39377
UniProt Accession,IADA_ECOLI,P39377
GenBank Gene Database,M29593,P0A433
GenBank Protein Database,148713,P0A433
UniProtKB,P0A433,P0A433
UniProt Accession,OPD_SPHSA,P0A433
GenBank Gene Database,M32445,P08192
GenBank Protein Database,146020,P08192
UniProtKB,P08192,P08192
UniProt Accession,FOLC_ECOLI,P08192
UniProtKB,P15587,P15587
UniProt Accession,XYLA_STROL,P15587
GenBank Gene Database,L33777,P28720
GenBank Protein Database,498141,P28720
UniProtKB,P28720,P28720
UniProt Accession,TGT_ZYMMO,P28720
GenBank Gene Database,K02496,P00782
GenBank Protein Database,142526,P00782
UniProtKB,P00782,P00782
UniProt Accession,SUBT_BACAM,P00782
GenBank Gene Database,Y00688,P07944
GenBank Protein Database,46629,P07944
UniProtKB,P07944,P07944
UniProt Accession,PBP_STAAU,P07944
HUGO Gene Nomenclature Committee (HGNC),HGNC:4417,P46926
GenAtlas,GNPDA1,P46926
GenBank Gene Database,AF048826,P46926
GenBank Protein Database,2935438,P46926
UniProtKB,P46926,P46926
UniProt Accession,GNPI1_HUMAN,P46926
GenBank Gene Database,M19284,P0A759
GenBank Protein Database,455176,P0A759
UniProtKB,P0A759,P0A759
UniProt Accession,NAGB_ECOLI,P0A759
GenBank Gene Database,X01631,P17169
GenBank Protein Database,43268,P17169
UniProtKB,P17169,P17169
UniProt Accession,GLMS_ECOLI,P17169
GenBank Gene Database,X01631,P17169
GenBank Protein Database,43268,P17169
UniProtKB,P17169,P17169
UniProt Accession,GLMS_ECOLI,P17169
HUGO Gene Nomenclature Committee (HGNC),HGNC:9726,P11217
GenAtlas,PYGM,P11217
GenBank Gene Database,M32598,P11217
GenBank Protein Database,190784,P11217
UniProtKB,P11217,P11217
UniProt Accession,PYGM_HUMAN,P11217
HUGO Gene Nomenclature Committee (HGNC),HGNC:9031,P14555
GenAtlas,PLA2G2A,P14555
GenBank Gene Database,M22430,P14555
GenBank Protein Database,190889,P14555
Guide to Pharmacology,1417,P14555
UniProtKB,P14555,P14555
UniProt Accession,PA2GA_HUMAN,P14555
HUGO Gene Nomenclature Committee (HGNC),HGNC:9030,P04054
GenBank Gene Database,M21054,P04054
GenBank Protein Database,190013,P04054
Guide to Pharmacology,1416,P04054
UniProtKB,P04054,P04054
UniProt Accession,PA21B_HUMAN,P04054
HUGO Gene Nomenclature Committee (HGNC),HGNC:13414,Q9NZK7
GenBank Gene Database,AF189279,Q9NZK7
GenBank Protein Database,7108923,Q9NZK7
Guide to Pharmacology,1419,Q9NZK7
UniProtKB,Q9NZK7,Q9NZK7
UniProt Accession,PA2GE_HUMAN,Q9NZK7
HUGO Gene Nomenclature Committee (HGNC),HGNC:7173,P08254
GenAtlas,MMP3,P08254
GenBank Gene Database,X05232,P08254
GenBank Protein Database,36633,P08254
Guide to Pharmacology,1630,P08254
UniProtKB,P08254,P08254
UniProt Accession,MMP3_HUMAN,P08254
GenBank Gene Database,S71932,P52699
GenBank Protein Database,560552,P52699
UniProtKB,P52699,P52699
UniProt Accession,BLAB_SERMA,P52699
GenBank Gene Database,AY168635,Q79MP6
GenBank Protein Database,27368096,Q79MP6
UniProtKB,Q79MP6,Q79MP6
UniProt Accession,Q79MP6_PSEAI,Q79MP6
GenBank Gene Database,L09121,Q5SJ79
GenBank Protein Database,5053134,Q5SJ79
UniProtKB,Q5SJ79,Q5SJ79
UniProt Accession,COX1_THET8,Q5SJ79
GenBank Gene Database,L09121,Q5SJ80
GenBank Protein Database,5053134,Q5SJ80
UniProtKB,Q5SJ80,Q5SJ80
UniProt Accession,COX2_THET8,Q5SJ80
GenBank Gene Database,AP008226,P82543
GenBank Protein Database,55771383,P82543
UniProtKB,P82543,P82543
UniProt Accession,COXA_THET8,P82543
HUGO Gene Nomenclature Committee (HGNC),HGNC:10012,P08100
GenAtlas,RHO,P08100
GenBank Gene Database,U49742,P08100
GenBank Protein Database,1236137,P08100
UniProtKB,P08100,P08100
UniProt Accession,OPSD_HUMAN,P08100
HUGO Gene Nomenclature Committee (HGNC),HGNC:633,P29972
GenAtlas,AQP1,P29972
GenBank Gene Database,M77829,P29972
GenBank Protein Database,180501,P29972
UniProtKB,P29972,P29972
UniProt Accession,AQP1_HUMAN,P29972
HUGO Gene Nomenclature Committee (HGNC),HGNC:2085,P04118
GenBank Gene Database,J02883,P04118
GenBank Protein Database,180886,P04118
UniProtKB,P04118,P04118
UniProt Accession,COL_HUMAN,P04118
HUGO Gene Nomenclature Committee (HGNC),HGNC:9155,P16233
GenAtlas,PNLIP,P16233
GenBank Gene Database,J05125,P16233
GenBank Protein Database,339597,P16233
Guide to Pharmacology,2590,P16233
UniProtKB,P16233,P16233
UniProt Accession,LIPP_HUMAN,P16233
GenBank Gene Database,Z84206,Q56408
GenBank Protein Database,2765670,Q56408
UniProtKB,Q56408,Q56408
UniProt Accession,COX1_THETH,Q56408
UniProtKB,P98052,P98052
UniProt Accession,COX2_THETH,P98052
HUGO Gene Nomenclature Committee (HGNC),HGNC:7103,P30301
GenBank Gene Database,BC074913,P30301
GenBank Protein Database,49902494,P30301
UniProtKB,P30301,P30301
UniProt Accession,MIP_HUMAN,P30301
GenBank Gene Database,M54940,P09391
GenBank Protein Database,146191,P09391
UniProtKB,P09391,P09391
UniProt Accession,GLPG_ECOLI,P09391
HUGO Gene Nomenclature Committee (HGNC),HGNC:6264,P48549
GenAtlas,KCNJ3,P48549
GenBank Gene Database,U39196,P48549
GenBank Protein Database,1055028,P48549
IUPHAR,434,P48549
Guide to Pharmacology,434,P48549
UniProtKB,P48549,P48549
UniProt Accession,KCNJ3_HUMAN,P48549
GenBank Gene Database,CP000270,Q146M9
GenBank Protein Database,91685339,Q146M9
UniProtKB,Q146M9,Q146M9
UniProt Accession,Q146M9_BURXL,Q146M9
GenBank Gene Database,AE005174,P60063
GenBank Protein Database,12512676,P60063
UniProtKB,P60063,P60063
UniProt Accession,ADIC_ECO57,P60063
GenBank Gene Database,AE004091,Q9HU22
UniProtKB,Q9HU22,Q9HU22
UniProt Accession,Q9HU22_PSEAE,Q9HU22
GenBank Gene Database,AE005674,P61888
GenBank Protein Database,24054349,P61888
UniProtKB,P61888,P61888
UniProt Accession,RMLA2_SHIFL,P61888
GenBank Gene Database,V01127,P03692
GenBank Protein Database,15519,P03692
UniProtKB,P03692,P03692
UniProt Accession,PRIM_BPT7,P03692
GenBank Gene Database,X56793,P26393
GenBank Protein Database,47891,P26393
UniProtKB,P26393,P26393
UniProt Accession,RMLA_SALTY,P26393
HUGO Gene Nomenclature Committee (HGNC),HGNC:11831,O00142
UniProtKB,O00142,O00142
UniProt Accession,KITM_HUMAN,O00142
GenBank Gene Database,AE002158,Q9PPP5
GenBank Protein Database,6899605,Q9PPP5
UniProtKB,Q9PPP5,Q9PPP5
UniProt Accession,KITH_UREPA,Q9PPP5
GenBank Gene Database,X73226,Q08698
GenBank Protein Database,1050838,Q08698
UniProtKB,Q08698,Q08698
UniProt Accession,RIR3_SALTY,Q08698
HUGO Gene Nomenclature Committee (HGNC),HGNC:11830,P04183
GenAtlas,TK1,P04183
GenBank Gene Database,K02581,P04183
GenBank Protein Database,339709,P04183
UniProtKB,P04183,P04183
UniProt Accession,KITH_HUMAN,P04183
GenBank Gene Database,Y00122,P07071
GenBank Protein Database,1177560,P07071
UniProtKB,P07071,P07071
UniProt Accession,NRDD_BPT4,P07071
UniProtKB,P9WKE1,P9WKE1
UniProt Accession,KTHY_MYCTU,P9WKE1
GenBank Gene Database,J02591,P08690
GenBank Protein Database,151857,P08690
UniProtKB,P08690,P08690
UniProt Accession,ARSA1_ECOLX,P08690
GenBank Gene Database,X00785,P0A6I0
GenBank Protein Database,42839,P0A6I0
UniProtKB,P0A6I0,P0A6I0
UniProt Accession,KCY_ECOLI,P0A6I0
HUGO Gene Nomenclature Committee (HGNC),HGNC:6622,P07098
GenBank Gene Database,X05997,P07098
GenBank Protein Database,758063,P07098
UniProtKB,P07098,P07098
UniProt Accession,LIPG_HUMAN,P07098
HUGO Gene Nomenclature Committee (HGNC),HGNC:4632,P09488
GenAtlas,GSTM1,P09488
GenBank Gene Database,X08020,P09488
GenBank Protein Database,31924,P09488
UniProtKB,P09488,P09488
UniProt Accession,GSTM1_HUMAN,P09488
HUGO Gene Nomenclature Committee (HGNC),HGNC:4634,P28161
GenAtlas,GSTM2,P28161
GenBank Gene Database,M63509,P28161
GenBank Protein Database,183301,P28161
UniProtKB,P28161,P28161
UniProt Accession,GSTM2_HUMAN,P28161
HUGO Gene Nomenclature Committee (HGNC),HGNC:1037,P00751
GenAtlas,CFB,P00751
GenBank Gene Database,X72875,P00751
GenBank Protein Database,297569,P00751
Guide to Pharmacology,2339,P00751
UniProtKB,P00751,P00751
UniProt Accession,CFAB_HUMAN,P00751
GenBank Gene Database,M59301,P21638
GenBank Protein Database,151173,P21638
UniProtKB,P21638,P21638
UniProt Accession,COBH_PSEDE,P21638
GenBank Gene Database,K02175,P0AE67
GenBank Protein Database,7144481,P0AE67
UniProtKB,P0AE67,P0AE67
UniProt Accession,CHEY_ECOLI,P0AE67
HUGO Gene Nomenclature Committee (HGNC),HGNC:7873,P35228
GenAtlas,NOS2A,P35228
GenBank Gene Database,L09210,P35228
GenBank Protein Database,292242,P35228
Guide to Pharmacology,1250,P35228
UniProtKB,P35228,P35228
UniProt Accession,NOS2_HUMAN,P35228
HUGO Gene Nomenclature Committee (HGNC),HGNC:9475,P07477
GenAtlas,PRSS1,P07477
GenBank Gene Database,M22612,P07477
GenBank Protein Database,521216,P07477
Guide to Pharmacology,2397,P07477
UniProtKB,P07477,P07477
UniProt Accession,TRY1_HUMAN,P07477
HUGO Gene Nomenclature Committee (HGNC),HGNC:9483,P07478
UniProtKB,P07478,P07478
UniProt Accession,TRY2_HUMAN,P07478
HUGO Gene Nomenclature Committee (HGNC),HGNC:9475,P07477
GenAtlas,PRSS1,P07477
GenBank Gene Database,M22612,P07477
GenBank Protein Database,521216,P07477
Guide to Pharmacology,2397,P07477
UniProtKB,P07477,P07477
UniProt Accession,TRY1_HUMAN,P07477
HUGO Gene Nomenclature Committee (HGNC),HGNC:3553,O00519
GenAtlas,FAAH,O00519
GenBank Gene Database,U82535,O00519
GenBank Protein Database,2149156,O00519
Guide to Pharmacology,1400,O00519
UniProtKB,O00519,O00519
UniProt Accession,FAAH1_HUMAN,O00519
HUGO Gene Nomenclature Committee (HGNC),HGNC:9866,P13631
GenAtlas,RARG,P13631
GenBank Gene Database,M24857,P13631
GenBank Protein Database,306887,P13631
IUPHAR,592,P13631
Guide to Pharmacology,592,P13631
UniProtKB,P13631,P13631
UniProt Accession,RARG_HUMAN,P13631
GenBank Gene Database,BX842572,Q79G13
UniProtKB,Q79G13,Q79G13
UniProt Accession,Q79G13_MYCTU,Q79G13
HUGO Gene Nomenclature Committee (HGNC),HGNC:9783,P20339
UniProtKB,P20339,P20339
UniProt Accession,RAB5A_HUMAN,P20339
GenBank Gene Database,U04629,Q54331
UniProtKB,Q54331,Q54331
UniProt Accession,Q54331_STRLI,Q54331
GenBank Gene Database,X55665,P22364
UniProtKB,P22364,P22364
UniProt Accession,AMCY_PARDE,P22364
UniProtKB,P80561,P80561
UniProt Accession,APX_STRGG,P80561
GenBank Gene Database,J01710,P0A884
GenBank Protein Database,147987,P0A884
UniProtKB,P0A884,P0A884
UniProt Accession,TYSY_ECOLI,P0A884
HUGO Gene Nomenclature Committee (HGNC),HGNC:5013,P09601
GenAtlas,HMOX1,P09601
GenBank Gene Database,X06985,P09601
GenBank Protein Database,35173,P09601
Guide to Pharmacology,1441,P09601
UniProtKB,P09601,P09601
UniProt Accession,HMOX1_HUMAN,P09601
GenBank Gene Database,X68326,P30920
GenBank Protein Database,39420,P30920
UniProtKB,P30920,P30920
UniProt Accession,CDGT1_BACCI,P30920
GenBank Gene Database,AE004091,Q9HVZ0
GenBank Protein Database,9950658,Q9HVZ0
UniProtKB,Q9HVZ0,Q9HVZ0
UniProt Accession,GMHA_PSEAE,Q9HVZ0
HUGO Gene Nomenclature Committee (HGNC),HGNC:6530,P09848
GenBank Gene Database,X07994,P09848
GenBank Protein Database,34400,P09848
UniProtKB,P09848,P09848
UniProt Accession,LPH_HUMAN,P09848
HUGO Gene Nomenclature Committee (HGNC),HGNC:9726,P11217
GenAtlas,PYGM,P11217
GenBank Gene Database,M32598,P11217
GenBank Protein Database,190784,P11217
UniProtKB,P11217,P11217
UniProt Accession,PYGM_HUMAN,P11217
HUGO Gene Nomenclature Committee (HGNC),HGNC:15583,Q6UWM7
GenBank Gene Database,AY358729,Q6UWM7
GenBank Protein Database,37182579,Q6UWM7
UniProtKB,Q6UWM7,Q6UWM7
UniProt Accession,LCTL_HUMAN,Q6UWM7
HUGO Gene Nomenclature Committee (HGNC),HGNC:186,P00813
GenAtlas,ADA,P00813
GenBank Gene Database,X02994,P00813
GenBank Protein Database,28380,P00813
Guide to Pharmacology,1230,P00813
UniProtKB,P00813,P00813
UniProt Accession,ADA_HUMAN,P00813
HUGO Gene Nomenclature Committee (HGNC),HGNC:9052,P00749
GenAtlas,PLAU,P00749
GenBank Gene Database,X02419,P00749
GenBank Protein Database,1834524,P00749
Guide to Pharmacology,2393,P00749
UniProtKB,P00749,P00749
UniProt Accession,UROK_HUMAN,P00749
GenBank Gene Database,X00171,P01556
GenBank Protein Database,48348,P01556
UniProtKB,P01556,P01556
UniProt Accession,CHTB_VIBCH,P01556
GenBank Gene Database,L06213,Q05581
GenBank Protein Database,153220,Q05581
UniProtKB,Q05581,Q05581
UniProt Accession,CAS1_STRC2,Q05581
GenBank Gene Database,M80544,P30418
GenBank Protein Database,170884,P30418
UniProtKB,P30418,P30418
UniProt Accession,NMT_CANAL,P30418
HUGO Gene Nomenclature Committee (HGNC),HGNC:1373,P00918
GenAtlas,CA2,P00918
GenBank Gene Database,M77181,P00918
GenBank Protein Database,179780,P00918
UniProtKB,P00918,P00918
UniProt Accession,CAH2_HUMAN,P00918
GenBank Gene Database,AF119715,Q46822
GenBank Protein Database,4633513,Q46822
UniProtKB,Q46822,Q46822
UniProt Accession,IDI_ECOLI,Q46822
HUGO Gene Nomenclature Committee (HGNC),HGNC:250,P00325
GenAtlas,ADH1B,P00325
GenBank Gene Database,M24317,P00325
GenBank Protein Database,178098,P00325
UniProtKB,P00325,P00325
UniProt Accession,ADH1B_HUMAN,P00325
HUGO Gene Nomenclature Committee (HGNC),HGNC:10012,P08100
GenAtlas,RHO,P08100
GenBank Gene Database,U49742,P08100
GenBank Protein Database,1236137,P08100
UniProtKB,P08100,P08100
UniProt Accession,OPSD_HUMAN,P08100
HUGO Gene Nomenclature Committee (HGNC),HGNC:9380,P17612
GenBank Gene Database,X07767,P17612
GenBank Protein Database,35479,P17612
Guide to Pharmacology,1476,P17612
UniProtKB,P17612,P17612
UniProt Accession,KAPCA_HUMAN,P17612
HUGO Gene Nomenclature Committee (HGNC),HGNC:9381,P22694
Guide to Pharmacology,1477,P22694
UniProtKB,P22694,P22694
UniProt Accession,KAPCB_HUMAN,P22694
HUGO Gene Nomenclature Committee (HGNC),HGNC:1778,P50613
GenAtlas,CDK7,P50613
GenBank Gene Database,X79193,P50613
GenBank Protein Database,485909,P50613
Guide to Pharmacology,1979,P50613
UniProtKB,P50613,P50613
UniProt Accession,CDK7_HUMAN,P50613
GenBank Gene Database,U90625,P97084
GenBank Protein Database,1895094,P97084
UniProtKB,P97084,P97084
UniProt Accession,COBD_SALTY,P97084
HUGO Gene Nomenclature Committee (HGNC),HGNC:10488,P31949
GenAtlas,S100A11,P31949
GenBank Gene Database,D38583,P31949
UniProtKB,P31949,P31949
UniProt Accession,S10AB_HUMAN,P31949
HUGO Gene Nomenclature Committee (HGNC),HGNC:6874,P53778
GenAtlas,MAPK12,P53778
GenBank Gene Database,X79483,P53778
Guide to Pharmacology,1501,P53778
UniProtKB,P53778,P53778
UniProt Accession,MK12_HUMAN,P53778
HUGO Gene Nomenclature Committee (HGNC),HGNC:9410,Q04759
GenAtlas,PRKCQ,Q04759
GenBank Gene Database,L01087,Q04759
GenBank Protein Database,558099,Q04759
Guide to Pharmacology,1488,Q04759
UniProtKB,Q04759,Q04759
UniProt Accession,KPCT_HUMAN,Q04759
HUGO Gene Nomenclature Committee (HGNC),HGNC:11393,O14965
GenAtlas,AURKA,O14965
GenBank Gene Database,D84212,O14965
GenBank Protein Database,2641948,O14965
Guide to Pharmacology,1936,O14965
UniProtKB,O14965,O14965
UniProt Accession,AURKA_HUMAN,O14965
HUGO Gene Nomenclature Committee (HGNC),HGNC:6871,P28482
GenAtlas,MAPK1,P28482
GenBank Gene Database,M84489,P28482
GenBank Protein Database,182191,P28482
Guide to Pharmacology,1495,P28482
UniProtKB,P28482,P28482
UniProt Accession,MK01_HUMAN,P28482
HUGO Gene Nomenclature Committee (HGNC),HGNC:6535,P00338
GenAtlas,LDHA,P00338
GenBank Gene Database,X02152,P00338
GenBank Protein Database,34313,P00338
UniProtKB,P00338,P00338
UniProt Accession,LDHA_HUMAN,P00338
HUGO Gene Nomenclature Committee (HGNC),HGNC:1118,Q10588
GenAtlas,BST1,Q10588
GenBank Gene Database,D21878,Q10588
GenBank Protein Database,999429,Q10588
UniProtKB,Q10588,Q10588
