category,description,polypeptide_id
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,cytoplasm,O60669
component,plasma membrane,O60669
component,integral component of plasma membrane,O60669
function,symporter activity,O60669
function,lactate transmembrane transporter activity,O60669
function,pyruvate secondary active transmembrane transporter activity,O60669
function,pyruvate transmembrane transporter activity,O60669
process,transmembrane transport,O60669
process,plasma membrane lactate transport,O60669
process,lactate transmembrane transport,O60669
process,pyruvate transmembrane transport,O60669
component,mitochondrion,P53985
component,centrosome,P53985
component,membrane,P53985
component,plasma membrane,P53985
component,integral component of membrane,P53985
component,extracellular exosome,P53985
component,integral component of plasma membrane,P53985
function,organic cyclic compound binding,P53985
function,mevalonate transmembrane transporter activity,P53985
function,symporter activity,P53985
function,monocarboxylic acid transmembrane transporter activity,P53985
function,lactate transmembrane transporter activity,P53985
process,leukocyte migration,P53985
process,lipid metabolic process,P53985
process,blood coagulation,P53985
process,regulation of insulin secretion,P53985
process,behavioral response to nutrient,P53985
process,pyruvate metabolic process,P53985
process,cellular response to organic cyclic compound,P53985
process,centrosome organization,P53985
process,small molecule metabolic process,P53985
process,response to food,P53985
process,mevalonate transport,P53985
process,glucose homeostasis,P53985
process,monocarboxylic acid transport,P53985
process,cellular metabolic process,P53985
process,plasma membrane lactate transport,P53985
process,transmembrane transport,P53985
component,membrane,O15427
component,plasma membrane,O15427
component,actin cytoskeleton,O15427
component,nuclear membrane,O15427
component,integral component of plasma membrane,O15427
function,symporter activity,O15427
function,monocarboxylic acid transmembrane transporter activity,O15427
function,lactate transmembrane transporter activity,O15427
function,poly(A) RNA binding,O15427
process,blood coagulation,O15427
process,monocarboxylic acid transport,O15427
process,small molecule metabolic process,O15427
process,plasma membrane lactate transport,O15427
process,cellular metabolic process,O15427
process,transmembrane transport,O15427
process,leukocyte migration,O15427
process,pyruvate metabolic process,O15427
component,membrane,P23975
component,plasma membrane,P23975
component,integral component of plasma membrane,P23975
component,neuron projection,P23975
function,monoamine transmembrane transporter activity,P23975
function,norepinephrine,P23975
process,transport,P23975
process,norepinephrine transport,P23975
process,synaptic transmission,P23975
process,transmembrane transport,P23975
process,monoamine transport,P23975
process,response to pain,P23975
component,cytoplasm,Q01959
component,plasma membrane,Q01959
component,cell surface,Q01959
component,neuronal cell body,Q01959
component,integral component of membrane,Q01959
component,axon,Q01959
component,integral component of plasma membrane,Q01959
component,flotillin complex,Q01959
function,dopamine,Q01959
function,dopamine binding,Q01959
function,monoamine transmembrane transporter activity,Q01959
function,dopamine transmembrane transporter activity,Q01959
process,monoamine transport,Q01959
process,adenohypophysis development,Q01959
process,neurotransmitter biosynthetic process,Q01959
process,ammonium transmembrane transport,Q01959
process,synaptic transmission,Q01959
process,dopamine biosynthetic process,Q01959
process,response to cocaine,Q01959
process,dopamine catabolic process,Q01959
process,lactation,Q01959
process,dopamine uptake involved in synaptic transmission,Q01959
process,prepulse inhibition,Q01959
process,positive regulation of multicellular organism growth,Q01959
process,sensory perception of smell,Q01959
process,transmembrane transport,Q01959
process,regulation of dopamine metabolic process,Q01959
process,locomotory behavior,Q01959
process,dopamine transport,Q01959
component,endosome membrane,P31645
component,plasma membrane,P31645
component,cytosol,P31645
component,integral component of plasma membrane,P31645
component,endomembrane system,P31645
component,membrane raft,P31645
component,neuron projection,P31645
function,serotonin transmembrane transporter activity,P31645
function,serotonin,P31645
function,monoamine transmembrane transporter activity,P31645
function,Rab GTPase binding,P31645
function,cocaine binding,P31645
function,actin filament binding,P31645
process,protein homooligomerization,P31645
process,response to drug,P31645
process,circadian rhythm,P31645
process,vasoconstriction,P31645
process,synaptic transmission,P31645
process,serotonin uptake,P31645
process,monoamine transport,P31645
process,protein oligomerization,P31645
process,response to toxic substance,P31645
process,positive regulation of cell cycle,P31645
process,negative regulation of cerebellar granule cell precursor proliferation,P31645
process,thalamus development,P31645
process,negative regulation of neuron differentiation,P31645
process,"negative regulation of synaptic transmission, dopaminergic",P31645
process,social behavior,P31645
process,cellular response to retinoic acid,P31645
process,serotonin transport,P31645
process,sperm ejaculation,P31645
process,response to estradiol,P31645
process,memory,P31645
process,cellular response to cGMP,P31645
process,response to hypoxia,P31645
process,response to nutrient,P31645
process,brain morphogenesis,P31645
process,positive regulation of gene expression,P31645
process,negative regulation of organ growth,P31645
component,membrane,O75751
component,plasma membrane,O75751
component,integral component of plasma membrane,O75751
function,dopamine transmembrane transporter activity,O75751
function,toxin transporter activity,O75751
function,organic cation transmembrane transporter activity,O75751
function,quaternary ammonium group transmembrane transporter activity,O75751
process,ammonium transmembrane transport,O75751
process,small molecule metabolic process,O75751
process,organic cation transport,O75751
process,transmembrane transport,O75751
process,regulation of appetite,O75751
process,histamine uptake,O75751
process,drug transmembrane transport,O75751
process,quaternary ammonium group transport,O75751
process,dopamine transport,O75751
process,mitophagy in response to mitochondrial depolarization,O75751
component,plasma membrane,O76082
component,extracellular exosome,O76082
component,integral component of plasma membrane,O76082
component,apical plasma membrane,O76082
component,brush border membrane,O76082
function,ATP binding,O76082
function,drug transmembrane transporter activity,O76082
function,PDZ domain binding,O76082
function,quaternary ammonium group transmembrane transporter activity,O76082
function,symporter activity,O76082
function,carnitine transmembrane transporter activity,O76082
function,cation,O76082
process,quaternary ammonium group transport,O76082
process,quorum sensing involved in interaction with host,O76082
process,sodium ion transport,O76082
process,sodium-dependent organic cation transport,O76082
process,drug transport,O76082
process,carnitine metabolic process,O76082
process,carnitine transmembrane transport,O76082
process,transmembrane transport,O76082
process,carnitine transport,O76082
process,drug transmembrane transport,O76082
process,modified amino acid transport,O76082
process,positive regulation of intestinal epithelial structure maintenance,O76082
component,membrane,O15244
component,plasma membrane,O15244
component,extracellular exosome,O15244
component,integral component of plasma membrane,O15244
function,dopamine transmembrane transporter activity,O15244
function,choline transmembrane transporter activity,O15244
function,quaternary ammonium group transmembrane transporter activity,O15244
function,organic cation transmembrane transporter activity,O15244
process,dopamine transport,O15244
process,neurotransmitter biosynthetic process,O15244
process,synaptic transmission,O15244
process,neurotransmitter secretion,O15244
process,ammonium transmembrane transport,O15244
process,small molecule metabolic process,O15244
process,body fluid secretion,O15244
process,organic cation transport,O15244
process,transmembrane transport,O15244
process,choline transport,O15244
process,drug transmembrane transport,O15244
process,quaternary ammonium group transport,O15244
component,plasma membrane,P46721
component,integral component of plasma membrane,P46721
function,sodium-independent organic anion transmembrane transporter activity,P46721
function,bile acid transmembrane transporter activity,P46721
function,organic anion transmembrane transporter activity,P46721
process,organic anion transport,P46721
process,small molecule metabolic process,P46721
process,anion transmembrane transport,P46721
process,transmembrane transport,P46721
process,mitophagy in response to mitochondrial depolarization,P46721
process,bile acid metabolic process,P46721
process,bile acid and bile salt transport,P46721
process,sodium-independent organic anion transport,P46721
component,membrane,Q9Y6L6
component,plasma membrane,Q9Y6L6
component,integral component of plasma membrane,Q9Y6L6
component,basolateral plasma membrane,Q9Y6L6
function,sodium-independent organic anion transmembrane transporter activity,Q9Y6L6
function,bile acid transmembrane transporter activity,Q9Y6L6
process,organic anion transport,Q9Y6L6
process,small molecule metabolic process,Q9Y6L6
process,anion transmembrane transport,Q9Y6L6
process,transmembrane transport,Q9Y6L6
process,bile acid metabolic process,Q9Y6L6
process,bile acid and bile salt transport,Q9Y6L6
process,sodium-independent organic anion transport,Q9Y6L6
component,plasma membrane,Q9NPD5
component,integral component of plasma membrane,Q9NPD5
component,basolateral plasma membrane,Q9NPD5
function,sodium-independent organic anion transmembrane transporter activity,Q9NPD5
function,bile acid transmembrane transporter activity,Q9NPD5
function,organic anion transmembrane transporter activity,Q9NPD5
process,organic anion transport,Q9NPD5
process,small molecule metabolic process,Q9NPD5
process,anion transmembrane transport,Q9NPD5
process,transmembrane transport,Q9NPD5
process,bile acid metabolic process,Q9NPD5
process,bile acid and bile salt transport,Q9NPD5
process,sodium-independent organic anion transport,Q9NPD5
component,plasma membrane,Q6ZQN7
component,extracellular exosome,Q6ZQN7
component,integral component of plasma membrane,Q6ZQN7
component,basolateral plasma membrane,Q6ZQN7
function,sodium-independent organic anion transmembrane transporter activity,Q6ZQN7
process,cell differentiation,Q6ZQN7
process,anion transmembrane transport,Q6ZQN7
process,transmembrane transport,Q6ZQN7
process,multicellular organismal development,Q6ZQN7
process,spermatogenesis,Q6ZQN7
process,sodium-independent organic anion transport,Q6ZQN7
component,plasma membrane,Q14973
component,integral component of plasma membrane,Q14973
component,basolateral plasma membrane,Q14973
function,virus receptor activity,Q14973
function,bile acid,Q14973
process,transport,Q14973
process,small molecule metabolic process,Q14973
process,bile acid metabolic process,Q14973
process,bile acid and bile salt transport,Q14973
component,plasma membrane,Q9NYB5
component,integral component of plasma membrane,Q9NYB5
function,thyroid hormone transmembrane transporter activity,Q9NYB5
function,sodium-independent organic anion transmembrane transporter activity,Q9NYB5
function,bile acid transmembrane transporter activity,Q9NYB5
process,anion transmembrane transport,Q9NYB5
process,transmembrane transport,Q9NYB5
process,bile acid metabolic process,Q9NYB5
process,bile acid and bile salt transport,Q9NYB5
process,sodium-independent organic anion transport,Q9NYB5
component,plasma membrane,Q96BD0
component,integral component of plasma membrane,Q96BD0
function,thyroid hormone transmembrane transporter activity,Q96BD0
function,sodium-independent organic anion transmembrane transporter activity,Q96BD0
process,anion transmembrane transport,Q96BD0
process,transmembrane transport,Q96BD0
process,thyroid hormone metabolic process,Q96BD0
process,thyroid hormone transport,Q96BD0
process,sodium-independent organic anion transport,Q96BD0
component,plasma membrane,Q8TCC7
component,extracellular exosome,Q8TCC7
component,integral component of plasma membrane,Q8TCC7
component,basolateral plasma membrane,Q8TCC7
function,inorganic anion exchanger activity,Q8TCC7
function,sodium-independent organic anion transmembrane transporter activity,Q8TCC7
process,anion transmembrane transport,Q8TCC7
process,transmembrane transport,Q8TCC7
process,response to toxic substance,Q8TCC7
process,sodium-independent organic anion transport,Q8TCC7
component,membrane,P36021
component,integral component of plasma membrane,P36021
function,transporter activity,P36021
function,symporter activity,P36021
function,monocarboxylic acid transmembrane transporter activity,P36021
function,thyroid hormone transmembrane transporter activity,P36021
process,transport,P36021
process,ion transmembrane transport,P36021
process,thyroid hormone transport,P36021
process,monocarboxylic acid transport,P36021
component,plasma membrane,Q8TF71
component,integral component of membrane,Q8TF71
component,integral component of plasma membrane,Q8TF71
component,basolateral plasma membrane,Q8TF71
function,transporter activity,Q8TF71
function,thyroid hormone transmembrane transporter activity,Q8TF71
function,aromatic amino acid transmembrane transporter activity,Q8TF71
process,aromatic amino acid transport,Q8TF71
process,ion transport,Q8TF71
process,amino acid transport,Q8TF71
process,transmembrane transport,Q8TF71
process,ion transmembrane transport,Q8TF71
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,membrane,O95342
component,intercellular canaliculus,O95342
component,plasma membrane,O95342
component,extracellular exosome,O95342
component,integral component of plasma membrane,O95342
component,apical part of cell,O95342
function,transporter activity,O95342
function,ATP binding,O95342
function,bile acid-exporting ATPase activity,O95342
function,canalicular bile acid transmembrane transporter activity,O95342
function,"sodium-exporting ATPase activity, phosphorylative mechanism",O95342
process,bile acid metabolic process,O95342
process,transport,O95342
process,bile acid and bile salt transport,O95342
process,small molecule metabolic process,O95342
process,canalicular bile acid transport,O95342
process,sodium ion transmembrane transport,O95342
process,bile acid biosynthetic process,O95342
component,plasma membrane,P46721
component,integral component of plasma membrane,P46721
function,sodium-independent organic anion transmembrane transporter activity,P46721
function,bile acid transmembrane transporter activity,P46721
function,organic anion transmembrane transporter activity,P46721
process,organic anion transport,P46721
process,small molecule metabolic process,P46721
process,anion transmembrane transport,P46721
process,transmembrane transport,P46721
process,mitophagy in response to mitochondrial depolarization,P46721
process,bile acid metabolic process,P46721
process,bile acid and bile salt transport,P46721
process,sodium-independent organic anion transport,P46721
component,plasma membrane,Q92887
component,cell surface,Q92887
component,integral component of plasma membrane,Q92887
component,apical plasma membrane,Q92887
function,ATP binding,Q92887
function,"ATPase activity, coupled to transmembrane movement of substances",Q92887
function,organic anion transmembrane transporter activity,Q92887
process,transport,Q92887
process,drug transmembrane transport,Q92887
process,response to methotrexate,Q92887
process,response to heat,Q92887
process,response to arsenic-containing substance,Q92887
process,response to oxidative stress,Q92887
process,cellular chloride ion homeostasis,Q92887
process,prostaglandin transport,Q92887
process,transmembrane transport,Q92887
process,response to estrogen,Q92887
process,thyroid hormone transport,Q92887
component,membrane,O15439
component,platelet dense granule membrane,O15439
component,plasma membrane,O15439
component,integral component of membrane,O15439
component,basolateral plasma membrane,O15439
function,15-hydroxyprostaglandin dehydrogenase (NAD+) activity,O15439
function,ATP binding,O15439
function,"ATPase activity, coupled to transmembrane movement of substances",O15439
process,blood coagulation,O15439
process,platelet activation,O15439
process,transmembrane transport,O15439
process,oxidation-reduction process,O15439
process,platelet degranulation,O15439
component,plasma membrane,Q12908
component,integral component of plasma membrane,Q12908
component,apical plasma membrane,Q12908
component,microvillus,Q12908
function,bile acid,Q12908
process,transport,Q12908
process,small molecule metabolic process,Q12908
process,bile acid metabolic process,Q12908
process,bile acid and bile salt transport,Q12908
component,plasma membrane,Q14973
component,integral component of plasma membrane,Q14973
component,basolateral plasma membrane,Q14973
function,virus receptor activity,Q14973
function,bile acid,Q14973
process,transport,Q14973
process,small molecule metabolic process,Q14973
process,bile acid metabolic process,Q14973
process,bile acid and bile salt transport,Q14973
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,plasma membrane,Q8TCC7
component,extracellular exosome,Q8TCC7
component,integral component of plasma membrane,Q8TCC7
component,basolateral plasma membrane,Q8TCC7
function,inorganic anion exchanger activity,Q8TCC7
function,sodium-independent organic anion transmembrane transporter activity,Q8TCC7
process,anion transmembrane transport,Q8TCC7
process,transmembrane transport,Q8TCC7
process,response to toxic substance,Q8TCC7
process,sodium-independent organic anion transport,Q8TCC7
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,membrane,P46059
component,plasma membrane,P46059
component,integral component of plasma membrane,P46059
component,brush border,P46059
function,proton-dependent oligopeptide secondary active transmembrane transporter activity,P46059
function,peptide,P46059
process,transport,P46059
process,proton transport,P46059
process,ion transport,P46059
process,protein transport,P46059
process,digestion,P46059
process,transmembrane transport,P46059
component,plasma membrane,Q16348
component,extracellular exosome,Q16348
component,integral component of plasma membrane,Q16348
function,dipeptide transporter activity,Q16348
function,high-affinity oligopeptide transporter activity,Q16348
function,peptide,Q16348
function,antibiotic transporter activity,Q16348
process,transport,Q16348
process,proton transport,Q16348
process,ion transport,Q16348
process,protein transport,Q16348
process,drug transport,Q16348
process,transmembrane transport,Q16348
component,plasma membrane,Q9UN76
component,vesicle,Q9UN76
component,integral component of membrane,Q9UN76
component,extracellular exosome,Q9UN76
component,integral component of plasma membrane,Q9UN76
component,brush border membrane,Q9UN76
function,neurotransmitter,Q9UN76
function,amino acid transmembrane transporter activity,Q9UN76
process,transport,Q9UN76
process,response to toxic substance,Q9UN76
process,ion transport,Q9UN76
process,amino acid transport,Q9UN76
process,amino acid transmembrane transport,Q9UN76
process,cellular amino acid metabolic process,Q9UN76
process,transmembrane transport,Q9UN76
component,membrane,O15245
component,plasma membrane,O15245
component,integral component of plasma membrane,O15245
component,basolateral plasma membrane,O15245
function,dopamine transmembrane transporter activity,O15245
function,secondary active organic cation transmembrane transporter activity,O15245
function,quaternary ammonium group transmembrane transporter activity,O15245
function,organic cation transmembrane transporter activity,O15245
function,acetylcholine transmembrane transporter activity,O15245
function,norepinephrine transmembrane transporter activity,O15245
process,epinephrine transport,O15245
process,establishment or maintenance of transmembrane electrochemical gradient,O15245
process,neurotransmitter transport,O15245
process,protein homooligomerization,O15245
process,norepinephrine transport,O15245
process,small molecule metabolic process,O15245
process,ammonium transmembrane transport,O15245
process,transmembrane transport,O15245
process,organic cation transport,O15245
process,drug transmembrane transport,O15245
process,quaternary ammonium group transport,O15245
process,dopamine transport,O15245
component,membrane,O15245
component,plasma membrane,O15245
component,integral component of plasma membrane,O15245
component,basolateral plasma membrane,O15245
function,dopamine transmembrane transporter activity,O15245
function,secondary active organic cation transmembrane transporter activity,O15245
function,quaternary ammonium group transmembrane transporter activity,O15245
function,organic cation transmembrane transporter activity,O15245
function,acetylcholine transmembrane transporter activity,O15245
function,norepinephrine transmembrane transporter activity,O15245
process,epinephrine transport,O15245
process,establishment or maintenance of transmembrane electrochemical gradient,O15245
process,neurotransmitter transport,O15245
process,protein homooligomerization,O15245
process,norepinephrine transport,O15245
process,small molecule metabolic process,O15245
process,ammonium transmembrane transport,O15245
process,transmembrane transport,O15245
process,organic cation transport,O15245
process,drug transmembrane transport,O15245
process,quaternary ammonium group transport,O15245
process,dopamine transport,O15245
component,membrane,O15245
component,plasma membrane,O15245
component,integral component of plasma membrane,O15245
component,basolateral plasma membrane,O15245
function,dopamine transmembrane transporter activity,O15245
function,secondary active organic cation transmembrane transporter activity,O15245
function,quaternary ammonium group transmembrane transporter activity,O15245
function,organic cation transmembrane transporter activity,O15245
function,acetylcholine transmembrane transporter activity,O15245
function,norepinephrine transmembrane transporter activity,O15245
process,epinephrine transport,O15245
process,establishment or maintenance of transmembrane electrochemical gradient,O15245
process,neurotransmitter transport,O15245
process,protein homooligomerization,O15245
process,norepinephrine transport,O15245
process,small molecule metabolic process,O15245
process,ammonium transmembrane transport,O15245
process,transmembrane transport,O15245
process,organic cation transport,O15245
process,drug transmembrane transport,O15245
process,quaternary ammonium group transport,O15245
process,dopamine transport,O15245
component,membrane,O15245
component,plasma membrane,O15245
component,integral component of plasma membrane,O15245
component,basolateral plasma membrane,O15245
function,dopamine transmembrane transporter activity,O15245
function,secondary active organic cation transmembrane transporter activity,O15245
function,quaternary ammonium group transmembrane transporter activity,O15245
function,organic cation transmembrane transporter activity,O15245
function,acetylcholine transmembrane transporter activity,O15245
function,norepinephrine transmembrane transporter activity,O15245
process,epinephrine transport,O15245
process,establishment or maintenance of transmembrane electrochemical gradient,O15245
process,neurotransmitter transport,O15245
process,protein homooligomerization,O15245
process,norepinephrine transport,O15245
process,small molecule metabolic process,O15245
process,ammonium transmembrane transport,O15245
process,transmembrane transport,O15245
process,organic cation transport,O15245
process,drug transmembrane transport,O15245
process,quaternary ammonium group transport,O15245
process,dopamine transport,O15245
component,membrane,P08183
component,plasma membrane,P08183
component,cell surface,P08183
component,integral component of membrane,P08183
component,extracellular exosome,P08183
function,transporter activity,P08183
function,ATP binding,P08183
function,xenobiotic-transporting ATPase activity,P08183
function,"ATPase activity, coupled to transmembrane movement of substances",P08183
process,transmembrane transport,P08183
process,transport,P08183
process,drug transmembrane transport,P08183
process,G2/M transition of mitotic cell cycle,P08183
process,response to drug,P08183
process,stem cell proliferation,P08183
process,small molecule metabolic process,P08183
component,basolateral plasma membrane,P33527
component,membrane,P33527
component,plasma membrane,P33527
component,extracellular exosome,P33527
component,integral component of plasma membrane,P33527
function,transporter activity,P33527
function,ATP binding,P33527
function,ATPase activity,P33527
function,"ATPase activity, coupled to transmembrane movement of substances",P33527
process,transmembrane transport,P33527
process,transport,P33527
process,vitamin metabolic process,P33527
process,water-soluble vitamin metabolic process,P33527
process,response to drug,P33527
process,cobalamin metabolic process,P33527
process,arachidonic acid metabolic process,P33527
process,leukotriene metabolic process,P33527
process,small molecule metabolic process,P33527
component,nucleus,Q9UNQ0
component,plasma membrane,Q9UNQ0
component,mitochondrial membrane,Q9UNQ0
component,integral component of membrane,Q9UNQ0
function,transporter activity,Q9UNQ0
function,ATP binding,Q9UNQ0
function,"ATPase activity, coupled to transmembrane movement of substances",Q9UNQ0
function,xenobiotic-transporting ATPase activity,Q9UNQ0
function,heme transporter activity,Q9UNQ0
function,protein homodimerization activity,Q9UNQ0
process,transmembrane transport,Q9UNQ0
process,transport,Q9UNQ0
process,drug transmembrane transport,Q9UNQ0
process,cellular iron ion homeostasis,Q9UNQ0
process,urate metabolic process,Q9UNQ0
process,response to drug,Q9UNQ0
process,xenobiotic transport,Q9UNQ0
process,heme transport,Q9UNQ0
process,small molecule metabolic process,Q9UNQ0
component,plasma membrane,Q8TCC7
component,extracellular exosome,Q8TCC7
component,integral component of plasma membrane,Q8TCC7
component,basolateral plasma membrane,Q8TCC7
function,inorganic anion exchanger activity,Q8TCC7
function,sodium-independent organic anion transmembrane transporter activity,Q8TCC7
process,anion transmembrane transport,Q8TCC7
process,transmembrane transport,Q8TCC7
process,response to toxic substance,Q8TCC7
process,sodium-independent organic anion transport,Q8TCC7
component,nucleus,Q9UNQ0
component,plasma membrane,Q9UNQ0
component,mitochondrial membrane,Q9UNQ0
component,integral component of membrane,Q9UNQ0
function,transporter activity,Q9UNQ0
function,ATP binding,Q9UNQ0
function,"ATPase activity, coupled to transmembrane movement of substances",Q9UNQ0
function,xenobiotic-transporting ATPase activity,Q9UNQ0
function,heme transporter activity,Q9UNQ0
function,protein homodimerization activity,Q9UNQ0
process,transmembrane transport,Q9UNQ0
process,transport,Q9UNQ0
process,drug transmembrane transport,Q9UNQ0
process,cellular iron ion homeostasis,Q9UNQ0
process,urate metabolic process,Q9UNQ0
process,response to drug,Q9UNQ0
process,xenobiotic transport,Q9UNQ0
process,heme transport,Q9UNQ0
process,small molecule metabolic process,Q9UNQ0
component,plasma membrane,Q8TCC7
component,extracellular exosome,Q8TCC7
component,integral component of plasma membrane,Q8TCC7
component,basolateral plasma membrane,Q8TCC7
function,inorganic anion exchanger activity,Q8TCC7
function,sodium-independent organic anion transmembrane transporter activity,Q8TCC7
process,anion transmembrane transport,Q8TCC7
process,transmembrane transport,Q8TCC7
process,response to toxic substance,Q8TCC7
process,sodium-independent organic anion transport,Q8TCC7
component,protein complex,Q4U2R8
component,plasma membrane,Q4U2R8
component,extracellular exosome,Q4U2R8
component,integral component of plasma membrane,Q4U2R8
component,basolateral plasma membrane,Q4U2R8
component,caveola,Q4U2R8
function,inorganic anion exchanger activity,Q4U2R8
function,organic anion transmembrane transporter activity,Q4U2R8
function,sodium-independent organic anion transmembrane transporter activity,Q4U2R8
function,chloride ion binding,Q4U2R8
process,sodium-independent organic anion transport,Q4U2R8
process,organic anion transport,Q4U2R8
process,anion transmembrane transport,Q4U2R8
process,alpha-ketoglutarate transport,Q4U2R8
process,transmembrane transport,Q4U2R8
process,renal tubular secretion,Q4U2R8
process,response to methotrexate,Q4U2R8
process,protein homooligomerization,Q4U2R8
component,plasma membrane,Q8TF71
component,integral component of membrane,Q8TF71
component,integral component of plasma membrane,Q8TF71
component,basolateral plasma membrane,Q8TF71
function,transporter activity,Q8TF71
function,thyroid hormone transmembrane transporter activity,Q8TF71
function,aromatic amino acid transmembrane transporter activity,Q8TF71
process,aromatic amino acid transport,Q8TF71
process,ion transport,Q8TF71
process,amino acid transport,Q8TF71
process,transmembrane transport,Q8TF71
process,ion transmembrane transport,Q8TF71
component,cytoplasm,Q01650
component,integral component of plasma membrane,Q01650
component,membrane,Q01650
component,intracellular membrane-bounded organelle,Q01650
component,plasma membrane,Q01650
component,apical plasma membrane,Q01650
component,cytosol,Q01650
component,extracellular exosome,Q01650
function,L-leucine transmembrane transporter activity,Q01650
function,L-phenylalanine transmembrane transporter activity,Q01650
function,L-tryptophan transmembrane transporter activity,Q01650
function,peptide antigen binding,Q01650
function,antiporter activity,Q01650
function,neutral amino acid transmembrane transporter activity,Q01650
function,amino acid transmembrane transporter activity,Q01650
process,transport,Q01650
process,cell differentiation,Q01650
process,ion transport,Q01650
process,transmembrane transport,Q01650
process,leukocyte migration,Q01650
process,amino acid transmembrane transport,Q01650
process,amino acid transport,Q01650
process,cation transmembrane transport,Q01650
process,blood coagulation,Q01650
process,nervous system development,Q01650
process,L-alpha-amino acid transmembrane transport,Q01650
process,leucine transport,Q01650
process,phenylalanine transport,Q01650
process,cellular amino acid metabolic process,Q01650
process,neutral amino acid transport,Q01650
process,tryptophan transport,Q01650
component,cytoplasm,O60669
component,plasma membrane,O60669
component,integral component of plasma membrane,O60669
function,symporter activity,O60669
function,lactate transmembrane transporter activity,O60669
function,pyruvate secondary active transmembrane transporter activity,O60669
function,pyruvate transmembrane transporter activity,O60669
process,transmembrane transport,O60669
process,plasma membrane lactate transport,O60669
process,lactate transmembrane transport,O60669
process,pyruvate transmembrane transport,O60669
component,mitochondrion,P53985
component,centrosome,P53985
component,membrane,P53985
component,plasma membrane,P53985
component,integral component of membrane,P53985
component,extracellular exosome,P53985
component,integral component of plasma membrane,P53985
function,organic cyclic compound binding,P53985
function,mevalonate transmembrane transporter activity,P53985
function,symporter activity,P53985
function,monocarboxylic acid transmembrane transporter activity,P53985
function,lactate transmembrane transporter activity,P53985
process,leukocyte migration,P53985
process,lipid metabolic process,P53985
process,blood coagulation,P53985
process,regulation of insulin secretion,P53985
process,behavioral response to nutrient,P53985
process,pyruvate metabolic process,P53985
process,cellular response to organic cyclic compound,P53985
process,centrosome organization,P53985
process,small molecule metabolic process,P53985
process,response to food,P53985
process,mevalonate transport,P53985
process,glucose homeostasis,P53985
process,monocarboxylic acid transport,P53985
process,cellular metabolic process,P53985
process,plasma membrane lactate transport,P53985
process,transmembrane transport,P53985
component,membrane,O15427
component,plasma membrane,O15427
component,actin cytoskeleton,O15427
component,nuclear membrane,O15427
component,integral component of plasma membrane,O15427
function,symporter activity,O15427
function,monocarboxylic acid transmembrane transporter activity,O15427
function,lactate transmembrane transporter activity,O15427
