resource,identifier,polypeptide_id
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:3555,P07148
GenBank Gene Database,M10617,P07148
GenBank Protein Database,182358,P07148
UniProtKB,P07148,P07148
UniProt Accession,FABPL_HUMAN,P07148
HUGO Gene Nomenclature Committee (HGNC),HGNC:12404,P49638
GenAtlas,TTPA,P49638
GenBank Gene Database,D49488,P49638
GenBank Protein Database,699601,P49638
UniProtKB,P49638,P49638
UniProt Accession,TTPA_HUMAN,P49638
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:3555,P07148
GenBank Gene Database,M10617,P07148
GenBank Protein Database,182358,P07148
UniProtKB,P07148,P07148
UniProt Accession,FABPL_HUMAN,P07148
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:3555,P07148
GenBank Gene Database,M10617,P07148
GenBank Protein Database,182358,P07148
UniProtKB,P07148,P07148
UniProt Accession,FABPL_HUMAN,P07148
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:3557,P05413
GenAtlas,FABP3,P05413
GenBank Gene Database,X56549,P05413
GenBank Protein Database,31293,P05413
Guide to Pharmacology,2533,P05413
UniProtKB,P05413,P05413
UniProt Accession,FABPH_HUMAN,P05413
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:3562,O15540
GenAtlas,FABP7,O15540
GenBank Gene Database,AJ002962,O15540
GenBank Protein Database,2632065,O15540
UniProtKB,O15540,O15540
UniProt Accession,FABP7_HUMAN,O15540
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:3560,Q01469
GenAtlas,FABP5,Q01469
GenBank Gene Database,M94856,Q01469
GenBank Protein Database,182354,Q01469
Guide to Pharmacology,2535,Q01469
UniProtKB,Q01469,Q01469
UniProt Accession,FABP5_HUMAN,Q01469
HUGO Gene Nomenclature Committee (HGNC),HGNC:3557,P05413
GenAtlas,FABP3,P05413
GenBank Gene Database,X56549,P05413
GenBank Protein Database,31293,P05413
Guide to Pharmacology,2533,P05413
UniProtKB,P05413,P05413
UniProt Accession,FABPH_HUMAN,P05413
HUGO Gene Nomenclature Committee (HGNC),HGNC:3556,P12104
GenBank Gene Database,BC069466,P12104
GenBank Protein Database,46854681,P12104
UniProtKB,P12104,P12104
UniProt Accession,FABPI_HUMAN,P12104
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:9922,P02753
GenAtlas,RBP4,P02753
GenBank Gene Database,X00129,P02753
GenBank Protein Database,35897,P02753
Guide to Pharmacology,2549,P02753
UniProtKB,P02753,P02753
UniProt Accession,RET4_HUMAN,P02753
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:3562,O15540
GenAtlas,FABP7,O15540
GenBank Gene Database,AJ002962,O15540
GenBank Protein Database,2632065,O15540
UniProtKB,O15540,O15540
UniProt Accession,FABP7_HUMAN,O15540
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:3557,P05413
GenAtlas,FABP3,P05413
GenBank Gene Database,X56549,P05413
GenBank Protein Database,31293,P05413
Guide to Pharmacology,2533,P05413
UniProtKB,P05413,P05413
UniProt Accession,FABPH_HUMAN,P05413
HUGO Gene Nomenclature Committee (HGNC),HGNC:3555,P07148
GenBank Gene Database,M10617,P07148
GenBank Protein Database,182358,P07148
UniProtKB,P07148,P07148
UniProt Accession,FABPL_HUMAN,P07148
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:4187,P02774
GenAtlas,GC,P02774
GenBank Gene Database,L10641,P02774
GenBank Protein Database,639896,P02774
UniProtKB,P02774,P02774
UniProt Accession,VTDB_HUMAN,P02774
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:3556,P12104
GenBank Gene Database,BC069466,P12104
GenBank Protein Database,46854681,P12104
UniProtKB,P12104,P12104
UniProt Accession,FABPI_HUMAN,P12104
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:2338,P29762
GenAtlas,CRABP1,P29762
GenBank Gene Database,S74445,P29762
GenBank Protein Database,241542,P29762
UniProtKB,P29762,P29762
UniProt Accession,RABP1_HUMAN,P29762
HUGO Gene Nomenclature Committee (HGNC),HGNC:9922,P02753
GenAtlas,RBP4,P02753
GenBank Gene Database,X00129,P02753
GenBank Protein Database,35897,P02753
Guide to Pharmacology,2549,P02753
UniProtKB,P02753,P02753
UniProt Accession,RET4_HUMAN,P02753
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:11583,P05543
GenAtlas,SERPINA7,P05543
GenBank Gene Database,M14091,P05543
GenBank Protein Database,338697,P05543
UniProtKB,P05543,P05543
UniProt Accession,THBG_HUMAN,P05543
HUGO Gene Nomenclature Committee (HGNC),HGNC:11740,P02787
GenAtlas,TF,P02787
GenBank Gene Database,M12530,P02787
GenBank Protein Database,339453,P02787
UniProtKB,P02787,P02787
UniProt Accession,TRFE_HUMAN,P02787
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:1540,P08185
GenAtlas,SERPINA6,P08185
GenBank Gene Database,J02943,P08185
GenBank Protein Database,179971,P08185
UniProtKB,P08185,P08185
UniProt Accession,CBG_HUMAN,P08185
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:8498,P02763
GenAtlas,ORM1,P02763
GenBank Gene Database,X02544,P02763
GenBank Protein Database,757907,P02763
UniProtKB,P02763,P02763
UniProt Accession,A1AG1_HUMAN,P02763
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:40,P08183
GenAtlas,ABCB1,P08183
GenBank Gene Database,M14758,P08183
GenBank Protein Database,307180,P08183
UniProtKB,P08183,P08183
UniProt Accession,MDR1_HUMAN,P08183
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:10839,P04278
GenAtlas,SHBG,P04278
GenBank Gene Database,X16349,P04278
GenBank Protein Database,296673,P04278
UniProtKB,P04278,P04278
UniProt Accession,SHBG_HUMAN,P04278
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12698,P98155
GenBank Gene Database,L20470,P98155
GenBank Protein Database,409426,P98155
UniProtKB,P98155,P98155
UniProt Accession,VLDLR_HUMAN,P98155
HUGO Gene Nomenclature Committee (HGNC),HGNC:9919,P09455
GenAtlas,RBP1,P09455
GenBank Gene Database,M11433,P09455
GenBank Protein Database,190948,P09455
UniProtKB,P09455,P09455
UniProt Accession,RET1_HUMAN,P09455
HUGO Gene Nomenclature Committee (HGNC),HGNC:9920,P50120
GenAtlas,RBP2,P50120
GenBank Gene Database,U13831,P50120
GenBank Protein Database,535390,P50120
UniProtKB,P50120,P50120
UniProt Accession,RET2_HUMAN,P50120
HUGO Gene Nomenclature Committee (HGNC),HGNC:9921,P10745
GenAtlas,RBP3,P10745
GenBank Gene Database,M33875,P10745
GenBank Protein Database,186541,P10745
UniProtKB,P10745,P10745
UniProt Accession,RET3_HUMAN,P10745
HUGO Gene Nomenclature Committee (HGNC),HGNC:9922,P02753
GenAtlas,RBP4,P02753
GenBank Gene Database,X00129,P02753
GenBank Protein Database,35897,P02753
Guide to Pharmacology,2549,P02753
UniProtKB,P02753,P02753
UniProt Accession,RET4_HUMAN,P02753
HUGO Gene Nomenclature Committee (HGNC),HGNC:15847,P82980
GenAtlas,RBP5,P82980
GenBank Gene Database,AY007436,P82980
GenBank Protein Database,13447447,P82980
UniProtKB,P82980,P82980
UniProt Accession,RET5_HUMAN,P82980
HUGO Gene Nomenclature Committee (HGNC),HGNC:7,P01023
GenAtlas,A2M,P01023
GenBank Gene Database,M11313,P01023
GenBank Protein Database,177870,P01023
UniProtKB,P01023,P01023
UniProt Accession,A2MG_HUMAN,P01023
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:9922,P02753
GenAtlas,RBP4,P02753
GenBank Gene Database,X00129,P02753
GenBank Protein Database,35897,P02753
Guide to Pharmacology,2549,P02753
UniProtKB,P02753,P02753
UniProt Accession,RET4_HUMAN,P02753
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:3559,P15090
GenAtlas,FABP4,P15090
GenBank Gene Database,J02874,P15090
GenBank Protein Database,178347,P15090
Guide to Pharmacology,2534,P15090
UniProtKB,P15090,P15090
UniProt Accession,FABP4_HUMAN,P15090
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:399,P02768
GenAtlas,ALB,P02768
GenBank Gene Database,V00494,P02768
GenBank Protein Database,28590,P02768
UniProtKB,P02768,P02768
UniProt Accession,ALBU_HUMAN,P02768
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
GenBank Protein Database,189582,P02766
Guide to Pharmacology,2851,P02766
UniProtKB,P02766,P02766
UniProt Accession,TTHY_HUMAN,P02766
HUGO Gene Nomenclature Committee (HGNC),HGNC:12405,P02766
GenAtlas,TTR,P02766
GenBank Gene Database,K02091,P02766
