synonyms,polypeptide_id
"NR1C1,Nuclear receptor subfamily 1 group C member 1,PPAR,PPAR-alpha",Q07869
"NR1C3,Nuclear receptor subfamily 1 group C member 3,PPAR-gamma",P37231
"2.7.11.1,PKB,PKB alpha,Protein kinase B,Protein kinase B alpha,Proto-oncogene c-Akt,RAC,RAC-PK-alpha",P31749
"FUBP2,FUSE-binding protein 2,KH type-splicing regulatory protein,KSRP,p75",Q92945
"6.1.1.1,Tyrosyl-tRNA synthetase,TyrRS",P54577
"25 kDa alpha-2-microglobulin-related subunit of MMP-9,HNL,Lipocalin-2,NGAL,Oncogene 24p3,p25,Siderocalin LCN2",P80188
"2.5.1.78,DMRL synthase",P9WHE9
"1.1.1.21,Aldehyde reductase,Aldo-keto reductase family 1 member B1,ALDR1,AR",P15121
"1.4.3.19,GO,goxB,yjbR",O31616
"3.1.27.5,HP-RNase,RIB-1,RIB1,Ribonuclease 1,Ribonuclease A,RNase 1,RNase A,RNase UpI-1,RNS1",P07998
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
"eIF-4E,eIF-4F 25 kDa subunit,EIF4EL1,EIF4F,mRNA cap-binding protein",P06730
3.2.1.-,Q59325
"2.4.1.1,Myophosphorylase",P11217
"2.4.1.1,Myophosphorylase",P11217
"1.14.21.9,Cytochrome P450 121,Cytochrome P450 MT2",P9WPP7
"1.1.1.1,ADH3,Alcohol dehydrogenase subunit gamma",P00326
"1.1.1.1,ADH2,Alcohol dehydrogenase subunit beta",P00325
"1.1.1.1,ADH1,Alcohol dehydrogenase subunit alpha",P07327
3.2.1.131,Q8VVD2
"3.4.21.5,Coagulation factor II",P00734
"Ferric hydroxamate uptake protein D,Ferrichrome-binding periplasmic protein,Iron(III)-hydroxamate-binding protein FhuD",P07822
"Ferric hydroxamate receptor,Ferric hydroxamate uptake,tonA",P06971
"2.6.1.62,7,8-diamino-pelargonic acid aminotransferase,7,8-diaminononanoate synthase,DANS,DAPA aminotransferase,DAPA AT,Diaminopelargonic acid synthase",P12995
"3.5.99.6,GlcN6P deaminase 1,Glucosamine-6-phosphate isomerase 1,GNPDA 1",O35000
"2.7.1.11,ATP-PFK,pfk,Phosphohexokinase",P00512
"5.3.1.1,TIM,TPI,Triose-phosphate isomerase",P60174
"2.7.1.40,CTHBP,Cytosolic thyroid hormone-binding protein,OIP-3,OIP3,Opa-interacting protein 3,p58,PK2,PK3,PKM2,Pyruvate kinase 2/3,Pyruvate kinase muscle isozyme,THBP1,Thyroid hormone-binding protein 1,Tumor M2-PK",P14618
"5.3.1.1,TIM,tpi,Triose-phosphate isomerase",P00943
"4.2.3.3,MGS",P0A733
"2-phospho-D-glycerate hydro-lyase,4.2.1.11,Enolase 2,Neural enolase,Neuron-specific enolase,NSE",P09104
"5.3.1.1,tim,tpi,Triose-phosphate isomerase",P50921
"2.5.1.54,3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,DAHP synthase,Phospho-2-keto-3-deoxyheptonate aldolase",P0AB91
"2.7.1.40,PK1,PKL,Pyruvate kinase 1,Pyruvate kinase isozymes L/R,R-type/L-type pyruvate kinase,Red cell/liver pyruvate kinase",P30613
"5.3.1.1,TIM,Triose-phosphate isomerase",Q07412
3.1.3.68,Q7ADF8
"2-phospho-D-glycerate hydro-lyase,4.2.1.11,Enolase 3,MSE,Muscle-specific enolase,Skeletal muscle enolase",P13929
"1.14.13.39,bNOS,Constitutive NOS,N-NOS,NC-NOS,Neuronal NOS,nNOS,NOS type I,Peptidyl-cysteine S-nitrosylase NOS1",P29475
"5.3.2.1,GIF,GLIF,Glycosylation-inhibiting factor,L-dopachrome isomerase,L-dopachrome tautomerase,MIF,MMIF,Phenylpyruvate tautomerase",P14174
Pr160Gag-Pol,P04585
"1,4-alpha-D-glucan glucanohydrolase 2B,3.2.1.1,Carcinoid alpha-amylase",P19961
"2.8.3.5,3-oxoacid CoA-transferase 1,OXCT,SCOT,SCOT-s,Somatic-type succinyl-CoA:3-oxoacid CoA-transferase",P55809
"
    ",Q9X180
"2.7.11.22,PfPK5,PK5",Q07785
"2.7.11.22,Cell division protein kinase 4,PSK-J3",P11802
"2.7.11.24,ERK-2,ERK2,ERT1,Extracellular signal-regulated kinase 2,MAP kinase 1,MAP kinase 2,MAP kinase isoform p42,MAPK 2,Mitogen-activated protein kinase 2,p42-MAPK,PRKM1,PRKM2",P28482
"2.7.11.24,ERK-1,ERK1,ERT2,Extracellular signal-regulated kinase 1,Insulin-stimulated MAP2 kinase,MAP kinase 3,MAP kinase isoform p44,Microtubule-associated protein 2 kinase,p44-ERK1,p44-MAPK,PRKM3",P27361
"2.7.11.22,CDKN2,Cell division protein kinase 2,p33 protein kinase",P24941
"2.7.11.1,Serine/arginine-rich protein-specific kinase 2,SFRS protein kinase 2,SR-protein-specific kinase 2",P78362
"
    ",Q9KWT6
"
    ",Q9KWT5
"3.1.6.2,ARSC1,Arylsulfatase C,ASC,Steroid sulfatase,Steryl-sulfate sulfohydrolase",P08842
"
    ",P27017
"3.6.1.61,Ap6A hydrolase,ATP-generating (di)nucleotide polyphosphate hydrolase,ATP-generating Ap6A hydrolase,Nudix protein",Q75UV1
"2.6.1.57,ARAT",P95468
Beta-2-microglobulin form pI 5.3,P61769
TCRA,P01848
"
    ",P01850
"HLAA,MHC class I antigen A*2",P01892
"NR1B3,Nuclear receptor subfamily 1 group B member 3,RAR-gamma",P13631
"3.2.1.113,Man(9)-alpha-mannosidase",P31723
"3.2.1.114,AMan II,Golgi alpha-mannosidase II,Man II,MANA2,Mannosidase alpha class 2A member 1,Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase",Q16706
"3.2.1.113,ER alpha-1,2-mannosidase,ER mannosidase 1,ERMan1,Man9GlcNAc2-specific-processing alpha-mannosidase,Mannosidase alpha class 1B member 1",Q9UKM7
"3.2.1.89,Endo-1,4-beta-galactanase,galA,Galactanase,yvfO",Q65CX5
"3.4.21.4,Beta-trypsin,Cationic trypsinogen,Serine protease 1,TRP1,TRY1,TRYP1,Trypsin I",P07477
"
    ",P62312
nupA,P0A927
"2.4.2.19,QAPRTase,Quinolinate phosphoribosyltransferase [decarboxylating]",P9WJJ7
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
"NR3C3,Nuclear receptor subfamily 3 group C member 3,PR",P06401
"ER-beta,ESTRB,NR3A2,Nuclear receptor subfamily 3 group A member 2",Q92731
"NR1C1,Nuclear receptor subfamily 1 group C member 1,PPAR,PPAR-alpha",Q07869
"NR1C2,NUC1,NUCI,Nuclear hormone receptor 1,Nuclear receptor subfamily 1 group C member 2,Peroxisome proliferator-activated receptor beta,PPAR-beta,PPAR-delta,PPARB",Q03181
"NR1C3,Nuclear receptor subfamily 1 group C member 3,PPAR-gamma",P37231
"NR2B1,Nuclear receptor subfamily 2 group B member 1,Retinoid X receptor alpha",P19793
"NR2B2,Nuclear receptor subfamily 2 group B member 2,Retinoid X receptor beta",P28702
"NR2B3,Nuclear receptor subfamily 2 group B member 3,Retinoid X receptor gamma",P48443
"4.2.1.2,Fumarase C,Iron-independent fumarase",P05042
"EFL1,Elongation factor-like 1,FAM42A,Protein FAM42A",Q7Z2Z2
2.1.1.2,Q14353
"2.1.1.45,TS",P0A884
"ndtA,Nucleoside deoxyribosyltransferase-I,Purine trans deoxyribosylase",Q8RLY5
"Heat shock 84 kDa,HSP 84,HSP 90,HSP84,HSP90B,HSPC2,HSPCB",P08238
"Heat shock 86 kDa,HSP 86,HSP86,HSP90A,HSPC1,HSPCA,LAP-2,Lipopolysaccharide-associated protein 2,LPS-associated protein 2,Renal carcinoma antigen NY-REN-38",P07900
"46 kDa mannose 6-phosphate receptor,CD Man-6-P receptor,MPR 46,MPR46,MPRD",P20645
"1.1.1.1,ADH3,Alcohol dehydrogenase subunit gamma",P00326
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
"ER-beta,ESTRB,NR3A2,Nuclear receptor subfamily 3 group A member 2",Q92731
"2.6.1.1,AspAT,Transaminase A",P00509
"2.6.1.57,ARAT",P95468
"3.1.1.4,GIIE sPLA2,Phosphatidylcholine 2-acylhydrolase 2E",Q9NZK7
"1,4-beta-N-acetylmuramidase C,3.2.1.17,LZM",P61626
Mercaptopyruvate sulfurtransferase,Q7K9G0
"
    ",Q9ZHG9
"2.8.1.2,MST,Rhodanese-like protein",P31142
"1.7.99.1,HCP,Hybrid-cluster protein,Prismane protein",P31101
"2.8.1.1,Rhodanese",Q16762
"
    ",Q5SJI0
2.8.1.1,P0A6V7
"1.7.99.1,HCP,Hybrid-cluster protein,Prismane protein",Q01770
"2.8.1.7,csdB,SCL,Selenocysteine beta-lyase,Selenocysteine lyase,Selenocysteine reductase,ynhB",P77444
"2.7.10.2,p60-Src,pp60c-src,Proto-oncogene c-Src,SRC1",P12931
"Arsenate reductase,Arsenical pump modifier,Low molecular weight protein-tyrosine-phosphatase",P0A006
"CLMF p40,Cytotoxic lymphocyte maturation factor 40 kDa subunit,IL-12 subunit p40,IL-12B,NK cell stimulatory factor chain 2,NKSF2",P29460
2.7.1.21,P03176
"3.4.22.10,Exotoxin type B,SPE B,SPP,Streptococcal cysteine proteinase,Streptococcus peptidase A",P0C0J0
"Ferric hydroxamate receptor,Ferric hydroxamate uptake,tonA",P06971
exbA,P02929
"ESOP-1,ESOP1,Ly-96,MD2,Protein MD-2",Q9Y6Y9
hToll,O00206
Pr160Gag-Pol,P03366
"2.4.2.21,N(1)-alpha-phosphoribosyltransferase,NN:DBI PRT",Q05603
3.2.1.21,Q59976
2.4.1.4,Q9ZEU2
"3.5.2.6,blaCTX-M-9,blaCTX-M-9b",Q9L5C8
"3.5.2.6,beta-lactamase CTX-M-14,bla-CTX-M-14a,blaCTX-M-14a,blaCTX-M-14b,blaCTX-M-14c,blaCTX-M-27b,blatoho-3,blaUOE-2,CTX-M-14",Q9L5C7
1.14.14.18,P71119
"HAH1,Metal transport protein ATX1",O00244
"6.5.1.3,C22orf28",Q9Y3I0
OCP,P83689
Sucrose porin precursor,P22340
"2.4.1.10,Beta-D-fructofuranosyl transferase,Sucrose 6-fructosyl transferase",P05655
"3.5.2.6,CTX-M-27",Q840M4
"1.1.1.132,GMD",P11759
"ACTA,Alpha-actin-1",P68133
"3.5.2.6,ampA,Cephalosporinase",P00811
"1.14.13.165,NOSoxy-like protein,SANOS",P0A094
"1,4-beta-N-acetylmuramidase C,3.2.1.17,LZM",P61626
"
    ",Q02169
"G-protein coupled receptor 71,GPR71,Sweet taste receptor T1R2,T1R2,TR2",Q8TE23
"1.14.99.1,COX-1,COX1,Cyclooxygenase-1,PGH synthase 1,PGHS-1,PHS 1,Prostaglandin H2 synthase 1,Prostaglandin-endoperoxide synthase 1",P23219
"
    ",P84077
"1,3,4,6-tetrachloro-1,4-cyclohexadiene hydrolase,1,4-TCDN chlorohydrolase,3.8.1.5",P51698
"
    ",Q7SIG1
3.1.1.3,P20261
"3.1.3.11,D-fructose-1,6-bisphosphate 1-phosphohydrolase 1,FBP,FBPase 1,Liver FBPase",P09467
"3.1.3.48,Protein-tyrosine phosphatase 1D,Protein-tyrosine phosphatase 2C,PTP-1D,PTP-2C,PTP2C,SH-PTP2,SH-PTP3,SHP-2,Shp2,SHPTP2",Q06124
Env polyprotein,P12488
"2.6.1.1,FABP-1,FABPpm,Fatty acid-binding protein,Glutamate oxaloacetate transaminase 2,Kynurenine aminotransferase 4,Kynurenine aminotransferase IV,Kynurenine--oxoglutarate transaminase 4,Kynurenine--oxoglutarate transaminase IV,mAspAT,Plasma membrane-associated fatty acid-binding protein,Transaminase A",P00505
"(S)-3-amino-2-methylpropionate transaminase,2.6.1.19,GABA aminotransferase,GABA transaminase,GABA-AT,Gamma-amino-N-butyrate transaminase,Glutamate:succinic semialdehyde transaminase,L-AIBAT",P22256
"3.1.3.48,Protein-tyrosine phosphatase 1B,PTP-1B,PTP1B",P18031
Pr160Gag-Pol,P03366
"3-dehydroquinase,4.2.1.10,Type II DHQase",P15474
"siaC,Spore coat polysaccharide biosynthesis protein spsE,spsE",Q57265
"2.8.2.2,Alcohol sulfotransferase,HSST2,Hydroxysteroid sulfotransferase 2,ST2B1",O00204
"Orphan nuclear receptor PAR1,Orphan nuclear receptor PXR,Pregnane X receptor,PXR,Steroid and xenobiotic receptor,SXR",O75469
"5.1.3.2,Galactowaldenase,galD,UDP-galactose 4-epimerase",P09147
phzD2,Q7DC80
"2.1.2.2,5'-phosphoribosylglycinamide transformylase,GAR transformylase,GART",P08179
"3.1.1.4,Group IB phospholipase A2,Phosphatidylcholine 2-acylhydrolase 1B,PLA2,PLA2A,PPLA2",P04054
"3.1.1.4,GIIE sPLA2,Phosphatidylcholine 2-acylhydrolase 2E",Q9NZK7
"2.4.2.1,Inosine phosphorylase,Inosine-guanosine phosphorylase,NP,PNP",P00491
"3.5.2.6,ampA,Cephalosporinase",P00811
"2.7.6.1,5-phospho-D-ribosyl alpha-1-diphosphate,P-Rib-PP synthase,Phosphoribosyl diphosphate synthase,Phosphoribosyl pyrophosphate synthase,PPRibP synthase,PRPP synthase,PRPPase,RPPK",P14193
"PBP,phoS",P0AG82
"2.1.2.1,Glycine hydroxymethyltransferase,Serine methylase,SHMT",P34896
"5,10-methenyl-tetrahydrofolate synthetase,6.3.3.2,Methenyl-THF synthetase,MTHFS",P75430
"3-dehydroquinase,4.2.1.10,Type II DHQase",P15474
"3-dehydroquinase,4.2.1.10,aroD,Type II DHQase",P9WPX7
"Cholera enterotoxin B chain,Cholera enterotoxin gamma chain,Choleragenoid,toxB",P01556
"3.4.23.15,Angiotensinogenase",P00797
Pr160Gag-Pol,P12499
"3.1.27.5,HP-RNase,RIB-1,RIB1,Ribonuclease 1,Ribonuclease A,RNase 1,RNase A,RNase UpI-1,RNS1",P07998
"1.5.1.3,dhfR",P00381
"3.5.1.88,PDF,Polypeptide deformylase",Q9I7A8
"3.1.1.8,Acylcholine acylhydrolase,Butyrylcholine esterase,CHE1,Choline esterase II,Pseudocholinesterase",P06276
"2.3.1.122,85C,Acyl-CoA:diacylglycerol acyltransferase,Ag85C,Antigen 85 complex C,DGAT,Fbps C,Fibronectin-binding protein C,mpt45",P9WQN9
"3.4.21.4,Beta-trypsin,Cationic trypsinogen,Serine protease 1,TRP1,TRY1,TRYP1,Trypsin I",P07477
3.2.1.14,P11797
"3.2.1.52,Beta-N-acetylhexosaminidase subunit beta,Cervical cancer proto-oncogene 7 protein,HCC-7,Hexosaminidase subunit B,N-acetyl-beta-glucosaminidase subunit beta",P07686
"3.5.2.6,Cephalosporinase",P05364
"1.14.15.1,cyp101,Cytochrome P450-cam,Cytochrome P450cam",P00183
"AMPA-selective glutamate receptor 2,GluA2,GluR-2,GluR-B,GluR-K2,GLUR2,Glutamate receptor ionotropic, AMPA 2",P42262
"2.4.2.21,N(1)-alpha-phosphoribosyltransferase,NN:DBI PRT",Q05603
"1.1.1.35,17-beta-HSD 10,17-beta-hydroxysteroid dehydrogenase 10,3-hydroxy-2-methylbutyryl-CoA dehydrogenase,3-hydroxyacyl-CoA dehydrogenase type II,Endoplasmic reticulum-associated amyloid beta-peptide-binding protein,ERAB,HADH2,Mitochondrial ribonuclease P protein 2,Mitochondrial RNase P protein 2,MRPP2,SCHAD,SDR5C1,Short chain dehydrogenase/reductase family 5C member 1,Short-chain type dehydrogenase/reductase XH98G2,Type II HADH,XH98G2",Q99714
"2.6.1.13,Ornithine delta-aminotransferase,Ornithine--oxo-acid aminotransferase",P04181
"1.1.1.1,ADH3,Alcohol dehydrogenase subunit gamma",P00326
"3.1.3.1,APase",P00634
Low-specificity L-threonine aldolase,Q9X266
"2.1.2.1,SHMT",P0A827
"2.1.2.1,Glycine hydroxymethyltransferase,Serine methylase,SHMT",P34896
"4.1.1.17,ODC",P11926
"3.1.1.7,AChE",P22303
"3.1.3.48,Protein-tyrosine phosphatase 1B,PTP-1B,PTP1B",P18031
"4.2.1.24,ALAD,Porphobilinogen synthase",Q59643
3.2.1.18,P06820
"3.5.4.4,ADA1,Adenosine aminohydrolase",P00813
"PBP,phoS",P0AG82
"1.1.1.10,Carbonyl reductase II,Dicarbonyl/L-xylulose reductase,kiDCR,Kidney dicarbonyl reductase,SDR20C1,Short chain dehydrogenase/reductase family 20C member 1,Sperm surface protein P34H,XR",Q7Z4W1
"1.8.1.2,SiR-HP",P17846
"2.7.11.22,CDKN2,Cell division protein kinase 2,p33 protein kinase",P24941
"CCN1,CCNA,Cyclin-A",P20248
"1.1.1.21,Aldehyde reductase,Aldo-keto reductase family 1 member B1,ALDR1,AR",P15121
"5.4.2.6,Beta-PGM",P71447
"5.4.2.2,Glucose phosphomutase 1,PGM 1",P36871
"6.3.4.4,adeK,AMPSase,IMP--aspartate ligase",P0A7D4
rel,Q54089
"COLEC1,Collectin-1,Mannan-binding protein,Mannose-binding lectin,MBL,MBP-C,MBP1",P11226
"1.4.3.3,DAAO,DAMOX",P14920
"1.14.13.2,4-hydroxybenzoate 3-monooxygenase,PHBH",P20586
"1.14.13.2,4-hydroxybenzoate 3-monooxygenase",P00438
"Heat shock 86 kDa,HSP 86,HSP86,HSP90A,HSPC1,HSPCA,LAP-2,Lipopolysaccharide-associated protein 2,LPS-associated protein 2,Renal carcinoma antigen NY-REN-38",P07900
"3.5.2.6,blaCTX-M-9,blaCTX-M-9b",Q9L5C8
"3.5.2.6,Penicillinase",P62594
"3.5.2.6,IRT-4,Penicillinase,TEM-1,TEM-16/CAZ-7,TEM-2,TEM-24/CAZ-6,TEM-3,TEM-4,TEM-5,TEM-6,TEM-8/CAZ-2",P62593
"5.4.2.2,PMM / PGM",P26276
"2.4.1.1,Myophosphorylase",P11217
2.7.7.24,Q9HU22
2.4.1.1,P00490
"3.1.3.10,G1Pase",P19926
"PAPT,Putrescine aminopropyltransferase,SPDS,SPDSY,Spermidine synthase",Q9WZC2
3.1.1.-,P22266
"3.1.1.8,Acylcholine acylhydrolase,Butyrylcholine esterase,CHE1,Choline esterase II,Pseudocholinesterase",P06276
"3.1.1.7,AChE",P22303
"Anchorin CII,Annexin V,Annexin-5,ANX5,Calphobindin I,CBP-I,Endonexin II,ENX2,Lipocortin V,PAP-I,Placental anticoagulant protein 4,Placental anticoagulant protein I,PP4,Thromboplastin inhibitor,VAC-alpha,Vascular anticoagulant-alpha",P08758
"3.1.3.11,D-fructose-1,6-bisphosphate 1-phosphohydrolase 1,FBP,FBPase 1,Liver FBPase",P09467
"4.1.1.64,DGD",P16932
"1.13.11.27,4-hydroxyphenylpyruvic acid oxidase,4HPPD,HPD,HPPDase,PPD",P32754
"1.14.15.1,cyp101,Cytochrome P450-cam,Cytochrome P450cam",P00183
"EAA4,Excitatory amino acid receptor 4,GluK2,GluR-6,GLUR6,Glutamate receptor 6",Q13002
"2.8.2.14,Dehydroepiandrosterone sulfotransferase,DHEA-ST,HST,Hydroxysteroid Sulfotransferase,ST2,ST2A1,ST2A3,STD,Sulfotransferase 2A1",Q06520
"1.1.1.62,17-beta-HSD 11,17-beta-HSD XI,17-beta-hydroxysteroid dehydrogenase 11,17-beta-hydroxysteroid dehydrogenase XI,17betaHSD11,17betaHSDXI,17bHSD11,CTCL-associated antigen HD-CL-03,Cutaneous T-cell lymphoma-associated antigen HD-CL-03,Dehydrogenase/reductase SDR family member 8,DHRS8,PAN1B,Retinal short-chain dehydrogenase/reductase 2,retSDR2,SDR16C2,Short chain dehydrogenase/reductase family 16C member 2",Q8NBQ5
1.1.1.53,P9WGT1
"
    ",P01859
"3.4.22.1,APP secretase,APPS,Cathepsin B1,CPSB",P07858
"SLT-1 B subunit,Verocytotoxin 1 subunit B,Verotoxin 1 subunit B",P69178
"2.7.7.7,Gp43",Q38087
"2.4.2.1,Inosine phosphorylase,Inosine-guanosine phosphorylase,NP,PNP",P00491
"
    ",Q5SID9
"3.5.2.6,ampA,Cephalosporinase",P00811
"6.4.1.2,ACC-beta,ACC2,ACCB",O00763
"3.1.3.16,PP-1G,Protein phosphatase 1C catalytic subunit",P36873
"4.2.1.1,CA-II,CAC,Carbonate dehydratase II,Carbonic anhydrase C,Carbonic anhydrase II",P00918
"Ferric hydroxamate receptor,Ferric hydroxamate uptake,tonA",P06971
"4.2.1.1,CA-II,CAC,Carbonate dehydratase II,Carbonic anhydrase C,Carbonic anhydrase II",P00918
"5.4.2.2,PMM / PGM",P26276
"CALM,CALML2,CAM,CAM1,CAM2,CAM3,CAMB,CAMC,CAMIII",P0DP23
"3.4.22.43,Cathepsin U,Cathepsin V,CATL2,CTSL2,CTSU",O60911
"3.4.22.38,Cathepsin O,Cathepsin O2,Cathepsin X,CTSO,CTSO2",P43235
"3.2.1.17,Lysis protein,Lysozyme,Muramidase",P00720
"1.1.1.1,ADH3,Alcohol dehydrogenase subunit gamma",P00326
"6.3.2.-,Double minute 2 protein,Hdm2,Oncoprotein Mdm2,p53-binding protein Mdm2",Q00987
"2.7.11.24,CSAID-binding protein,CSBP,CSBP1,CSBP2,CSPB1,Cytokine suppressive anti-inflammatory drug-binding protein,MAP kinase 14,MAP kinase MXI2,MAP kinase p38 alpha,MAX-interacting protein 2,Mitogen-activated protein kinase p38 alpha,MXI2,SAPK2A,Stress-activated protein kinase 2a",Q16539
"3.4.21.4,Beta-trypsin,Cationic trypsinogen,Serine protease 1,TRP1,TRY1,TRYP1,Trypsin I",P07477
"3.5.2.6,Cephalosporinase",P05364
"HAP,HBV-activated protein,NR1B2,Nuclear receptor subfamily 1 group B member 2,RAR-beta,RAR-epsilon",P10826
"4.2.1.24,ALADH,Porphobilinogen synthase",P13716
47 kDa membrane antigen precursor,P29723
"2.7.4.25,CK,CMP kinase,Cytidine monophosphate kinase,mssA,p25,Protein MssA,ycaF,ycaG",P0A6I0
"
    ",P08048
"2.5.1.3,Thiamine-phosphate pyrophosphorylase,thiC,TMP pyrophosphorylase,TMP-PPase,TP synthase,ywbK",P39594
"2.7.4.6,GAAD,Granzyme A-activated DNase,Metastasis inhibition factor nm23,NDK A,NDPKA,NM23,NM23-H1,Tumor metastatic process-associated protein",P15531
"12 kDa FK506-binding protein,12 kDa FKBP,5.2.1.8,Calstabin-1,FK506-binding protein 1A,FKBP-12,FKBP-1A,FKBP1,FKBP12,Immunophilin FKBP12,PPIase FKBP1A,Rotamase",P62942
"1,4-alpha-D-glucan glucanohydrolase,3.2.1.1,PA",P04746
UMP synthase,P11172
"4.1.1.23,OMP decarboxylase,OMPDCase,OMPdecase",P08244
"1.4.1.16,DAPDH",P04964
"3.4.11.18,Initiation factor 2-associated 67 kDa glycoprotein,MAP 2,MNPEP,p67,P67EIF2,Peptidase M",P50579
"
    ",Q9KQN0
"4.2.1.1,CA-II,CAC,Carbonate dehydratase II,Carbonic anhydrase C,Carbonic anhydrase II",P00918
"1.8.1.7,GLUR,GR,GRD1",P00390
"2.4.2.1,Inosine phosphorylase,PNP,pup",P0ABP8
"1.1.1.271,GDP-4-keto-6-deoxy-D-mannose-3,5-epimerase-4-reductase,wcaG,yefB",P32055
"2.3.1.8,Phosphotransacetylase,VEG43,Vegetative protein 43,ywfJ",P39646
"2.7.11.22,CDKN2,Cell division protein kinase 2,p33 protein kinase",P24941
"2.1.1.45,TS",P0A884
"3.5.1.5,Urea amidohydrolase subunit alpha",P41020
"3.5.1.5,Urea amidohydrolase subunit beta",P41021
"3.5.1.5,Urea amidohydrolase subunit gamma",P41022
Antenna pigment protein alpha chain,P26789
Antenna pigment protein beta chain,P26790
"2.1.1.-,rRNA (cytosine-C(5)-)-methyltransferase RsmF",Q5SII2
"5.4.2.2,PMM / PGM",P26276
"300 kDa mannose 6-phosphate receptor,CI Man-6-P receptor,IGF-II receptor,Insulin-like growth factor 2 receptor,Insulin-like growth factor II receptor,M6P/IGF2 receptor,M6P/IGF2R,MPR 300,MPRI",P11717
"46 kDa mannose 6-phosphate receptor,CD Man-6-P receptor,MPR 46,MPR46,MPRD",P20645
"1.1.1.62,17-beta-HSD 1,17-beta-hydroxysteroid dehydrogenase type 1,20 alpha-hydroxysteroid dehydrogenase,20-alpha-HSD,E17KSR,E2DH,EDH17B1,EDH17B2,EDHB17,Placental 17-beta-hydroxysteroid dehydrogenase,SDR28C1,Short chain dehydrogenase/reductase family 28C member 1",P14061
"DHTR,Dihydrotestosterone receptor,NR3C4,Nuclear receptor subfamily 3 group C member 4",P10275
"ER,ER-alpha,ESR,Estradiol receptor,NR3A1,Nuclear receptor subfamily 3 group A member 1",P03372
"MCR,MLR,MR,Nuclear receptor subfamily 3 group C member 2",P08235
"2.8.2.4,EST-1,ST1E1,STE,Sulfotransferase 1E1,Sulfotransferase, estrogen-preferring",P49888
"Cholera enterotoxin B chain,Cholera enterotoxin gamma chain,Choleragenoid,toxB",P01556
Env polyprotein,P12488
"2.4.2.21,N(1)-alpha-phosphoribosyltransferase,NN:DBI PRT",Q05603
"3.7.1.18,Beta-diketone hydrolase,OCH",Q93TU6
"Ferric hydroxamate receptor,Ferric hydroxamate uptake,tonA",P06971
"2.7.10.2,p60-Src,pp60c-src,Proto-oncogene c-Src,SRC1",P12931
"3.4.11.18,MAP,Peptidase M",P0AE18
"3.4.11.18,MAP 2,mapB,Peptidase M",P9WK19
"4.2.1.17,Enoyl-CoA hydratase 1,SCEH,Short-chain enoyl-CoA hydratase",P30084
"3,2-trans-enoyl-CoA isomerase,5.3.3.8,D3,D2-enoyl-CoA isomerase,DCI,Delta(3),Delta(2)-enoyl-CoA isomerase,Dodecenoyl-CoA isomerase",P42126
"1.3.8.7,MCAD",P11310
"1.14.13.39,cNOS,Constitutive NOS,EC-NOS,Endothelial NOS,eNOS,NOS type III,NOSIII",P29474
"
    ",Q9X4K7
"2.7.11.22,CDKN2,Cell division protein kinase 2,p33 protein kinase",P24941
"CCN1,CCNA,Cyclin-A",P20248
"3.5.1.98,HD8,HDACL1",Q9BY41
"3.1.4.53,DPDE3,PDE43",Q08499
1.5.1.3,P00374
2.7.1.21,P03176
"1.13.11.39,2,3-dihydroxybiphenyl dioxygenase,23OHBP oxygenase,DHBD",P47228
"1.13.11.39,2,3-dihydroxybiphenyl dioxygenase,23OHBP oxygenase,DHBD",P17297
"1,2-DHN dioxygenase,1,2-dihydroxynaphthalene oxygenase,1.13.11.56",P0A108
MUP-like lipocalin,Q8WX39
"Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2,Kidney-specific Na-K-Cl symporter,NKCC2",Q13621
"6.3.3.3,Dethiobiotin synthase,DTB synthetase 1,DTBS 1",P13000
"1.4.3.21,2-phenylethylamine oxidase,Copper amine oxidase,maoA,Tyramine oxidase",P46883
"Anchorin CII,Annexin V,Annexin-5,ANX5,Calphobindin I,CBP-I,Endonexin II,ENX2,Lipocortin V,PAP-I,Placental anticoagulant protein 4,Placental anticoagulant protein I,PP4,Thromboplastin inhibitor,VAC-alpha,Vascular anticoagulant-alpha",P08758
"3.2.2.6,ADP-ribosyl cyclase 2,Bone marrow stromal antigen 1,BST-1,cADPr hydrolase 2,Cyclic ADP-ribose hydrolase 2",Q10588
"Brain protein 4.1,Synapsin I",P17600
"2.7.11.4,BCKD-kinase,BCKDHKIN,Branched-chain alpha-ketoacid dehydrogenase kinase",O14874
"6PF-2-K/Fru-2,6-P2ase 1,6PF-2-K/Fru-2,6-P2ase liver isozyme,F6PK,PFRX",P16118
"3.1.-.-,DNA mismatch repair protein PMS2,PMS1 protein homolog 2,PMSL2",P54278
Recombinase A,P62219
Recombinase A,P42443
Recombinase A,Q59560
"2.7.1.-,CPT",Q56148
"2.1.2.-,5'-phosphoribosylglycinamide transformylase 2,Formate-dependent GAR transformylase,GAR transformylase 2,GART 2",P33221
3.6.4.12,P15043
